121820	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, epithelial basement membrane	
121900	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, Groenouw type I	
122000	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, hereditary polymorphous posterior	
122100	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Meesmann corneal dystrophy	
122200	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, lattice type I	
122860	http://purl.obolibrary.org/obo/DOID_0080032	craniodiaphyseal dysplasia	Craniodiaphyseal dysplasia, autosomal dominant	
123000	http://purl.obolibrary.org/obo/DOID_0080033	craniometaphyseal dysplasia	Craniometaphyseal dysplasia	
123320	http://purl.obolibrary.org/obo/HP_0003236	Elevated serum creatine phosphokinase	Creatine phosphokinase, elevated serum	Case 6b: Found Exact With HP Annotator
123700	http://purl.obolibrary.org/obo/DOID_3144	cutis laxa	Cutis laxa, AD	
125400	http://purl.obolibrary.org/obo/DOID_701	dentin dysplasia	Dentin dysplasia, type I, with microdontia and misshapen teeth	
125800	http://purl.obolibrary.org/obo/DOID_12387	nephrogenic diabetes insipidus	Diabetes insipidus, nephrogenic	Case 4b: Found Exact With Disease Annotator (keywords taken out)
125852	http://purl.obolibrary.org/obo/DOID_9744	type 1 diabetes mellitus	Diabetes mellitus, insulin-dependent, 2	
125852	http://purl.obolibrary.org/obo/DOID_9744	type 1 diabetes mellitus	Diabetes mellitus, type 1	
125853	http://purl.obolibrary.org/obo/DOID_9352	type 2 diabetes mellitus	{Diabetes mellitus, noninsulin-dependent}	
125853	http://purl.obolibrary.org/obo/HP_0005978	Type II diabetes mellitus	{Diabetes mellitus, noninsulin-dependent}	Case 7a: Found Synonym With HP Annotator Synonym
127550	http://purl.obolibrary.org/obo/DOID_2729	dyskeratosis congenita	Dyskeratosis congenita, autosomal dominant 1	
127700	http://purl.obolibrary.org/obo/DOID_4428	dyslexia	{Dyslexia, susceptibility to, 1}	
128101	http://purl.obolibrary.org/obo/DOID_543	dystonia	?Dystonia 4, torsion, autosomal dominant	
128101	http://purl.obolibrary.org/obo/HP_0001304	Torsion dystonia	?Dystonia 4, torsion, autosomal dominant	Case 6b: Found Exact With HP Annotator
128230	http://purl.obolibrary.org/obo/DOID_543	dystonia	Dystonia, DOPA-responsive, with or without hyperphenylalaninemia	
129400	http://purl.obolibrary.org/obo/DOID_0050567	orofacial cleft	Orofacial cleft 8	Case 4b: Found Exact With Disease Annotator
129600	http://purl.obolibrary.org/obo/HP_0001083	Ectopia lentis	Ectopia lentis, familial	
130010	http://purl.obolibrary.org/obo/DOID_13359	Ehlers-Danlos syndrome	Ehlers-Danlos syndrome, type II	
130060	http://purl.obolibrary.org/obo/DOID_13359	Ehlers-Danlos syndrome	Ehlers-Danlos syndrome, type VIIA	
131440	http://purl.obolibrary.org/obo/DOID_4960	Myeloproliferative disorder	Myeloproliferative disorder with eosinophilia	
131750	http://purl.obolibrary.org/obo/DOID_4959	epidermolysis bullosa dystrophica	Epidermolysis bullosa dystrophica, AD	
131760	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis bullosa simplex, Dowling-Meara type	
131800	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis bullosa simplex, Weber-Cockayne type	
131850	http://purl.obolibrary.org/obo/DOID_2730	epidermolysis bullosa	Epidermolysis bullosa, pretibial	
131900	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis bullosa simplex, Koebner type	
131950	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis bullosa simplex, Ogna type	
131960	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis bullosa simplex with mottled pigmentation	
132400	http://purl.obolibrary.org/obo/DOID_12721	multiple epiphyseal dysplasia	Epiphyseal dysplasia, multiple 1	
133100	http://purl.obolibrary.org/obo/DOID_8432	Polycythemia	[Erythrocytosis, familial, 1]	
133100	http://purl.obolibrary.org/obo/DOID_8432	Polycythemia	Erythrocytosis, somatic	Case 7b: Found Synonym With HP Annotator Synonym
134610	http://purl.obolibrary.org/obo/DOID_2987	familial Mediterranean fever	Familial Mediterranean fever, AD	
134700	http://purl.obolibrary.org/obo/DOID_13628	favism	Favism	
135300	http://purl.obolibrary.org/obo/HP_0000169	Gingival fibromatosis	Fibromatosis, gingival	Case 6b: Found Exact With HP Annotator
135750	http://purl.obolibrary.org/obo/DOID_1148	polydactyly	Mirror-image polydactyly	
136000	http://purl.obolibrary.org/obo/HP_0007455	Adermatoglyphia	Adermatoglyphia	
136520	http://purl.obolibrary.org/obo/HP_0007923	Foveal hyperplasia	Foveal hyperplasia	
136630	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, FRA12A type	
136900	http://purl.obolibrary.org/obo/DOID_8501	fundus dystrophy	Sorsby fundus dystrophy	
137245	http://purl.obolibrary.org/obo/DOID_0060058	lymphoma	Lymphoma, MALT, somatic	
138500	http://purl.obolibrary.org/obo/HP_0003108	Hyperglycinuria	Hyperglycinuria	
140300	http://purl.obolibrary.org/obo/DOID_1459	hypothyroidism	{Hypothyroidism, autoimmune}	
140600	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	{Osteoarthritis susceptibility 2}	
140700	http://purl.obolibrary.org/obo/DOID_2355	anemia	Heinz body anemia	
140700	http://purl.obolibrary.org/obo/HP_0005511	Heinz body anemia	Heinz body anemia	Case 6a: Found Exact With HP Annotator
141200	http://purl.obolibrary.org/obo/HP_0000790	Hematuria	Hematuria, benign familial	
141749	http://purl.obolibrary.org/obo/DOID_10241	thalassemia	Delta-beta thalassemia	
142330	http://purl.obolibrary.org/obo/DOID_657	adenoma	Hepatic adenoma, somatic	
142330	http://purl.obolibrary.org/obo/HP_0012028	Hepatocellular adenoma	Hepatic adenoma, somatic	Case 7b: Found Synonym With HP Annotator Synonym (keywords taken out)
143095	http://purl.obolibrary.org/obo/HP_0002655	Spondyloepiphyseal dysplasia	Spondyloepiphyseal dysplasia with congenital joint dislocations	
143465	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder	{Attention deficit-hyperactivity disorder, susceptibility to}	Case 9: No Mapping Found
143465	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder	{Attention deficit-hyperactivity disorder}	Case 9: No Mapping Found
143470	http://purl.obolibrary.org/obo/HP_0012184	Hyperalphalipoproteinemia	Hyperalphalipoproteinemia	Case 8: Found Mappings, No Match Detected
143870	http://purl.obolibrary.org/obo/HP_0002150	Hypercalciuria	{Hypercalciuria, absorptive, susceptibility to}	
143880	http://purl.obolibrary.org/obo/DOID_12678	hypercalcemia	Hypercalcemia, infantile	
143880	http://purl.obolibrary.org/obo/HP_0008250	Infantile hypercalcemia	Hypercalcemia, infantile	Case 6b: Found Exact With HP Annotator (keywords taken out)
143890	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia	{Coronary artery disease in familial hypercholesterolemia, protection against}	
143890	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia	{Hypercholesterolemia, familial, due to LDLR defect, modifier of}	Case 8: Found Mappings, No Match Detected
143890	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia	{Hypercholesterolemia, familial, modification of}	Case 8: Found Mappings, No Match Detected
143890	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia	Hypercholesterolemia, familial	Case 8: Found Mappings, No Match Detected
143890	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease	{Coronary artery disease in familial hypercholesterolemia, protection against}	
144200	http://purl.obolibrary.org/obo/DOID_3390	palmoplantar keratosis	Palmoplantar keratoderma, epidermolytic	
144750	http://purl.obolibrary.org/obo/DOID_4254	osteosclerosis	Osteosclerosis	Case 4a: Found Exact With Disease Annotator
145000	http://purl.obolibrary.org/obo/DOID_11202	primary hyperparathyroidism	Hyperparathyroidism, familial primary	
145250	http://purl.obolibrary.org/obo/HP_0007505	Progressive hyperpigmentation	Hyperpigmentation, familial progressive, 2	Case 6b: Found Exact With HP Annotator
145500	http://purl.obolibrary.org/obo/DOID_10825	essential hypertension	{Hypertension, essential, susceptibility to, 1}	
145650	http://purl.obolibrary.org/obo/DOID_11633	thyroid hormone resistance syndrome	Thyroid hormone resistance, selective pituitary	
145680	http://purl.obolibrary.org/obo/DOID_2855	hyperthyroxinemia	[Dystransthyretinemic hyperthyroxinemia]	
145980	http://purl.obolibrary.org/obo/DOID_12678	hypercalcemia	Hypocalciuric hypercalcemia, type I	
146000	http://purl.obolibrary.org/obo/DOID_0080041	hypochondroplasia	Hypochondroplasia	
146110	http://purl.obolibrary.org/obo/DOID_1921	Klinefelter's syndrome	Hypogonadotropic hypogonadism 7 with or without anosmia	
146200	http://purl.obolibrary.org/obo/DOID_11199	hypoparathyroidism	Hypoparathyroidism, autosomal dominant	Case 4b: Found Exact With Disease Annotator
146200	http://purl.obolibrary.org/obo/DOID_11199	hypoparathyroidism	Hypoparathyroidism, autosomal recessive	Case 4b: Found Exact With Disease Annotator
146200	http://purl.obolibrary.org/obo/DOID_11199	hypoparathyroidism	Hypoparathyroidism, familial isolated	Case 4b: Found Exact With Disease Annotator
146200	http://purl.obolibrary.org/obo/HP_0002901	Hypocalcemia	Hypocalcemia, autosomal dominant	Case 6b: Found Exact With HP Annotator
146255	http://purl.obolibrary.org/obo/DOID_11199	Hypoparathyroidism	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	
146255	http://purl.obolibrary.org/obo/HP_0000110	Renal dysplasia	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	
146255	http://purl.obolibrary.org/obo/HP_0000407	Sensorineural hearing impairment	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	
146520	http://purl.obolibrary.org/obo/DOID_4535	hypotrichosis	Hypotrichosis simplex of scalp 1	
146550	http://purl.obolibrary.org/obo/DOID_4535	hypotrichosis	Hypotrichosis, hereditary, Marie Unna type, 1	
146590	http://purl.obolibrary.org/obo/HP_0008064	Ichthyosiform abnormality of the skin	Ichthyosis histrix, Curth-Macklin type	
146800	http://purl.obolibrary.org/obo/HP_0008064	Ichthyosiform abnormality of the skin	Ichthyosis bullosa of Siemens	
147250	http://purl.obolibrary.org/obo/HP_0006315	Single median maxillary incisor	Single median maxillary central incisor	
147480	http://purl.obolibrary.org/obo/DOID_13580	cholestasis	Cholestasis, familial intrahepatic, of pregnancy	
148190	http://purl.obolibrary.org/obo/DOID_4677	keratitis	Keratitis	
148300	http://purl.obolibrary.org/obo/DOID_10126	keratoconus	Keratoconus 1	
148350	http://purl.obolibrary.org/obo/HP_0002352	Leukoencephalopathy	Megalencephalic leukoencephalopathy with subcortical cysts	Case 8: Found Mappings, No Match Detected
148700	http://purl.obolibrary.org/obo/DOID_161	keratosis	Keratosis palmoplantaris striata I	
150400	http://purl.obolibrary.org/obo/DOID_0050591	tooth agenesis	Tooth agenesis, selective, 4	
150400	http://purl.obolibrary.org/obo/HP_0001592	Selective tooth agenesis	Tooth agenesis, selective, 4	Case 6b: Found Exact With HP Annotator (keywords taken out)
150800	http://purl.obolibrary.org/obo/DOID_4450	renal cell carcinoma	Leiomyomatosis and renal cell cancer	
150800	http://purl.obolibrary.org/obo/DOID_5138	leiomyomatosis	Leiomyomatosis and renal cell cancer	
152950	http://purl.obolibrary.org/obo/DOID_10907	microcephaly	Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	
153550	http://purl.obolibrary.org/obo/DOID_2361	macrocytic anemia	Macrocytic anemia, refractory, due to 5q deletion, somatic	
156200	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal dominant 1	
156400	http://purl.obolibrary.org/obo/DOID_0080020	Jansen's metaphyseal chondrodysplasia	Metaphyseal chondrodysplasia, Murk Jansen type	
156510	http://purl.obolibrary.org/obo/DOID_0080019	metaphyseal dysplasia	Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly	
156550	http://purl.obolibrary.org/obo/DOID_0080045	Kniest dysplasia	Kniest dysplasia	
157600	http://purl.obolibrary.org/obo/HP_0001335	Bimanual synkinesia	Mirror movements 1	Case 7b: Found Synonym With HP Annotator Synonym
157600	http://purl.obolibrary.org/obo/HP_0001335	Bimanual synkinesia	Mirror movements, congenital	
157640	http://purl.obolibrary.org/obo/DOID_12558	chronic progressive external ophthalmoplegia	Progressive external ophthalmoplegia, autosomal dominant	
158600	http://purl.obolibrary.org/obo/DOID_12377	spinal muscular atrophy	Spinal muscular atrophy, lower extremity, autosomal dominant	
158901	http://purl.obolibrary.org/obo/DOID_9884	muscular dystrophy	Fascioscapulohumeral muscular dystrophy 2, digenic	
159900	http://purl.obolibrary.org/obo/DOID_543	dystonia	Dystonia, myoclonic	
159950	http://purl.obolibrary.org/obo/DOID_12377	spinal muscular atrophy	Spinal muscular atrophy with progressive myoclonic epilepsy	
159950	http://purl.obolibrary.org/obo/DOID_891	progressive myoclonus epilepsy	Spinal muscular atrophy with progressive myoclonic epilepsy	
160150	http://purl.obolibrary.org/obo/DOID_14717	centronuclear myopathy	{Centronuclear myopathy, autosomal, modifier of}	
160150	http://purl.obolibrary.org/obo/DOID_14717	centronuclear myopathy	Myopathy, centronuclear	Case 8: Found Mappings, No Match Detected
161400	http://purl.obolibrary.org/obo/DOID_8986	narcolepsy	Narcolepsy 1	
161800	http://purl.obolibrary.org/obo/DOID_3191	nemaline myopathy	Myopathy, nemaline, 3	Case 8: Found Mappings, No Match Detected
162210	http://purl.obolibrary.org/obo/DOID_8712	neurofibromatosis	Neurofibromatosis, familial spinal	
162500	http://purl.obolibrary.org/obo/DOID_870	neuropathy	Neuropathy, recurrent, with pressure palsies	
163800	http://purl.obolibrary.org/obo/DOID_13884	sick sinus syndrome	Sick sinus syndrome 2	
164230	http://purl.obolibrary.org/obo/DOID_10933	obsessive-compulsive disorder	{Obsessive-compulsive disorder, protection against}	Case 4b: Found Exact With Disease Annotator
164230	http://purl.obolibrary.org/obo/DOID_10933	obsessive-compulsive disorder	{Obsessive-compulsive disorder, susceptibility to}	Case 4b: Found Exact With Disease Annotator
164230	http://purl.obolibrary.org/obo/DOID_10933	obsessive-compulsive disorder	{Obsessive-compulsive disorder}	
165300	http://purl.obolibrary.org/obo/DOID_5723	optic atrophy	Optic atrophy 3 with cataract	
165500	http://purl.obolibrary.org/obo/DOID_5723	optic atrophy	Optic atrophy 1	
165550	http://purl.obolibrary.org/obo/HP_0000609	Optic nerve hypoplasia	Optic nerve hypoplasia	
165720	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	{Osteoarthritis susceptibility 1}	
166700	http://purl.obolibrary.org/obo/DOID_11991	osteopoikilosis	Osteopoikilosis	Case 4a: Found Exact With Disease Annotator
166710	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	?Osteoporosis, involutional	Case 8: Found Mappings, No Match Detected
166710	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	{Osteoporosis, postmenopausal, susceptibility}	Case 8: Found Mappings, No Match Detected
166710	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	{Osteoporosis, postmenopausal}	Case 8: Found Mappings, No Match Detected
166710	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	{Osteoporosis, susceptibility to}	Case 4b: Found Exact With Disease Annotator
166710	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	{Osteoporosis}	
167400	http://purl.obolibrary.org/obo/DOID_0060164	pain disorder	Paroxysmal extreme pain disorder	
167800	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	{Pancreatitis, chronic, protection against}	Case 8: Found Mappings, No Match Detected
167800	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	{Pancreatitis, chronic, susceptibility to}	Case 8: Found Mappings, No Match Detected
167800	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	{Pancreatitis, idiopathic}	Case 4b: Found Exact With Disease Annotator
167800	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	Pancreatitis, hereditary	
167800	http://purl.obolibrary.org/obo/HP_0006280	Chronic pancreatitis	{Pancreatitis, chronic, protection against}	Case 6b: Found Exact With HP Annotator (keywords taken out)
167800	http://purl.obolibrary.org/obo/HP_0006280	Chronic pancreatitis	{Pancreatitis, chronic, susceptibility to}	Case 6b: Found Exact With HP Annotator (keywords taken out)
167870	http://purl.obolibrary.org/obo/DOID_594	panic disorder	{Panic disorder, susceptibility to}	
168500	http://purl.obolibrary.org/obo/HP_0002697	Parietal foramina	Parietal foramina 1	
168550	http://purl.obolibrary.org/obo/HP_0002697	Parietal foramina	Parietal foramina with cleidocranial dysplasia	
169150	http://purl.obolibrary.org/obo/HP_0007754	Macular dystrophy	Macular dystrophy, patterned	
169500	http://purl.obolibrary.org/obo/DOID_10579	leukodystrophy	Leukodystrophy, adult-onset, autosomal dominant	
172870	http://purl.obolibrary.org/obo/HP_0007903	Pigmented paravenous chorioretinal atrophy	Pigmented paravenous chorioretinal atrophy	
173100	http://purl.obolibrary.org/obo/HP_0000824	Growth hormone deficiency	Growth hormone deficiency, isolated, type II	
173600	http://purl.obolibrary.org/obo/DOID_1673	pneumothorax	Pneumothorax, primary spontaneous	
174810	http://purl.obolibrary.org/obo/HP_0002797	Osteolysis	Osteolysis, familial expansile	
175780	http://purl.obolibrary.org/obo/HP_0002132	Porencephaly	Porencephaly 1	
175900	http://purl.obolibrary.org/obo/DOID_3805	porokeratosis	Porokeratosis 3, disseminated superficial actinic	Case 5b: Found Synonym With Disease Annotator Synonym (keywords taken out)
175900	http://purl.obolibrary.org/obo/DOID_3805	porokeratosis	Porokeratosis, disseminated superficial actinic, 1	
176410	http://purl.obolibrary.org/obo/HP_0008185	Precocious puberty in males	Precocious puberty, male	Case 7b: Found Synonym With HP Annotator Synonym (keywords taken out)
176430	http://purl.obolibrary.org/obo/HP_0200024	Premature chromatid separation	[Premature chromatid separation trait]	
176500	http://purl.obolibrary.org/obo/DOID_1307	dementia	Dementia, familial British	
176860	http://purl.obolibrary.org/obo/DOID_3756	protein C deficiency	Thrombophilia due to protein C deficiency, autosomal dominant	
177735	http://purl.obolibrary.org/obo/DOID_4479	pseudohypoaldosteronism	Pseudohypoaldosteronism type I, autosomal dominant	
177820	http://purl.obolibrary.org/obo/DOID_12531	von Willebrand's disease	von Willebrand disease, platelet-type	
177850	http://purl.obolibrary.org/obo/DOID_2738	pseudoxanthoma elasticum	Pseudoxanthoma elasticum, forme fruste	
177900	http://purl.obolibrary.org/obo/DOID_8893	psoriasis	{Psoriasis susceptibility 1}	
178300	http://purl.obolibrary.org/obo/HP_0000508	Ptosis	?Ptosis, congenital	
179800	http://purl.obolibrary.org/obo/DOID_14219	renal tubular acidosis	Renal tubular acidosis, distal, AD	
181000	http://purl.obolibrary.org/obo/DOID_11335	sarcoidosis	{Sarcoidosis, susceptibility to, 1}	
181405	http://purl.obolibrary.org/obo/DOID_12377	spinal muscular atrophy	Scapuloperoneal spinal muscular atrophy	
182900	http://purl.obolibrary.org/obo/HP_0004444	Spherocytosis	Spherocytosis, type 1	
182920	http://purl.obolibrary.org/obo/DOID_423	myopathy	Myopathy, spheroid body	
182940	http://purl.obolibrary.org/obo/DOID_0080016	spina bifida	{Spina bifida, susceptibility to}	
182980	http://purl.obolibrary.org/obo/DOID_12377	spinal muscular atrophy	Spinal muscular atrophy, late-onset, Finkel type	
184252	http://purl.obolibrary.org/obo/HP_0002657	Spondylometaphyseal dysplasia	Spondylometaphyseal dysplasia, Kozlowski type	
184460	http://purl.obolibrary.org/obo/HP_0000381	Stapes ankylosis	Stapes ankylosis with broad thumb and toes	
184500	http://purl.obolibrary.org/obo/HP_0012035	Steatocystoma multiplex	Steatocystoma multiplex	Case 6a: Found Exact With HP Annotator184500
185000	http://purl.obolibrary.org/obo/HP_0004446	Stomatocytosis	?Stomatocytosis I	
185800	http://purl.obolibrary.org/obo/DOID_11193	syndactyly	Symphalangism, proximal	
185800	http://purl.obolibrary.org/obo/HP_0100264	Proximal symphalangism	Symphalangism, proximal	Case 6b: Found Exact With HP Annotator (keywords taken out)
186100	http://purl.obolibrary.org/obo/DOID_11193	syndactyly	Syndactyly, type III	
186200	http://purl.obolibrary.org/obo/DOID_11193	syndactyly	Syndactyly, type IV	
186300	http://purl.obolibrary.org/obo/DOID_11193	syndactyly	Syndactyly, type V	
187601	http://purl.obolibrary.org/obo/DOID_13481	thanatophoric dysplasia	Thanatophoric dysplasia, type II	
188000	http://purl.obolibrary.org/obo/DOID_1588	thrombocytopenia	Thrombocytopenia 2	
188055	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	{Thrombophilia, susceptibility to, due to factor V Leiden}	Case 8: Found Mappings, No Match Detected
188055	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Thrombophilia due to activated protein C resistance	
190300	http://purl.obolibrary.org/obo/DOID_4990	essential tremor	{Essential tremor, susceptibility to}	
190440	http://purl.obolibrary.org/obo/HP_0000243	Trigonocephaly	Trigonocephaly 1	
192605	http://purl.obolibrary.org/obo/HP_0004756	Ventricular tachycardia	Ventricular tachycardia, idiopathic	
192950	http://purl.obolibrary.org/obo/DOID_10595	Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease, foot deformity of	
192950	http://purl.obolibrary.org/obo/HP_0001838	Vertical talus	Vertical talus, congenital	Case 6b: Found Exact With HP Annotator
193230	http://purl.obolibrary.org/obo/HP_0000655	Vitreoretinal degeneration	Snowflake vitreoretinal degeneration	
194071	http://purl.obolibrary.org/obo/HP_0002667	Nephroblastoma (Wilms tumor)	Wilms tumor 2	
194300	http://purl.obolibrary.org/obo/HP_0002224	Woolly hair	Woolly hair, autosomal dominant	
194470	http://purl.obolibrary.org/obo/HP_0011424	Increased serum zinc	[Dysalbuminemic hyperzincemia]	
201400	http://purl.obolibrary.org/obo/HP_0011748	Adrenocorticotropic hormone deficiency	Adrenocorticotropic hormone deficiency	
201910	http://purl.obolibrary.org/obo/DOID_11613	hyperandrogenism	Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency	
202010	http://purl.obolibrary.org/obo/HP_0008221	Adrenal hyperplasia	Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency	Case 8: Found Mappings, No Match Detected
204870	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, gelatinous drop-like	
206920	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia with limb anomalies	
206920	http://purl.obolibrary.org/obo/HP_0002813	Abnormality of limb bone morphology	Microphthalmia with limb anomalies	
207410	http://purl.obolibrary.org/obo/DOID_0050462	Antley-Bixler syndrome	ANTLEY-BIXLER SYNDROME	
207750	http://purl.obolibrary.org/obo/HP_0010980	Hyperlipoproteinemia	Hyperlipoproteinemia, type Ib	
208550	http://purl.obolibrary.org/obo/DOID_2841	asthma	Asthma and nasal polyps	
208550	http://purl.obolibrary.org/obo/HP_0000462	Nasal polyps	Asthma and nasal polyps	
208550	http://purl.obolibrary.org/obo/HP_0012042	Aspirin-induced asthma	{Asthma, aspirin-induced, susceptibility to}	Case 6b: Found Exact With HP Annotator
211600	http://purl.obolibrary.org/obo/DOID_13580	cholestasis	Cholestasis, progressive familial intrahepatic 1	
212550	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia with cataract 2	
212550	http://purl.obolibrary.org/obo/DOID_83	cataract	Microphthalmia with cataract 2	
214300	http://purl.obolibrary.org/obo/DOID_10426	Klippel-Feil syndrome	Klippel-Feil syndrome 2	
215140	http://purl.obolibrary.org/obo/HP_0002652	Skeletal dysplasia	HEM skeletal dysplasia	
215600	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis	{Cirrhosis, noncryptogenic, susceptibility to}	
217090	http://purl.obolibrary.org/obo/DOID_6195	conjunctivitis	Conjunctivitis, ligneous	
