{Amyotrophic lateral sclerosis-parkinsonism/dementia complex, susceptibility to}	http://purl.obolibrary.org/obo/DOID_332	amyotrophic lateral sclerosis		105500
{Anorexia nervosa, susceptibility to}	http://purl.obolibrary.org/obo/DOID_8689	anorexia nervosa		610269
{Aplastic anemia, susceptibility to}	http://purl.obolibrary.org/obo/DOID_12449	aplastic anemia		
{Aplastic anemia}	http://purl.obolibrary.org/obo/DOID_12449	aplastic anemia	Case 4a: Found Exact With Disease Annotator	
{Aspergillosis, susceptibility to}	http://purl.obolibrary.org/obo/DOID_13564	aspergillosis		614079
{Asthma susceptibility 5}	http://purl.obolibrary.org/obo/DOID_2841	asthma		611064
{Asthma, aspirin-induced, susceptibility to}	http://purl.obolibrary.org/obo/HP_0012042	Aspirin-induced asthma	Case 6b: Found Exact With HP Annotator	
{Asthma, protection against}	http://purl.obolibrary.org/obo/DOID_2841	asthma	Case 4b: Found Exact With Disease Annotator	
{Asthma, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_2841	asthma		607277
{Asthma, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_2841	asthma		608584
{Asthma, susceptibility to}	http://purl.obolibrary.org/obo/DOID_2841	asthma	Case 4b: Found Exact With Disease Annotator	
{Asthma}	http://purl.obolibrary.org/obo/DOID_2841	asthma		600807
{Atrioventricular septal defect, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_0050651	atrioventricular septal defect	Case 4b: Found Exact With Disease Annotator	
{Attention deficit-hyperactivity disorder, susceptibility to, 7}	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder		613003
{Attention deficit-hyperactivity disorder, susceptibility to}	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder	Case 9: No Mapping Found	
{Attention deficit-hyperactivity disorder}	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder	Case 9: No Mapping Found	
{Autism susceptibility 10}	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder		611016
{Autism suseptibility 9}	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder		611015
{Autism, susceptibility to, 18}	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder		615032
{Autism, susceptibility to, 19}	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder		615091
{Autism, susceptibility to, X-linked 5}	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder		300847
{Autoimmune disease, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease		607836
{Autoimmune disease, susceptibility to, 6}	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease		613551
{Basal cell carcinoma 7}	http://purl.obolibrary.org/obo/DOID_2513	basal cell carcinoma		614740
{Breast-ovarian cancer, familial, susceptibility to, 3}	http://purl.obolibrary.org/obo/DOID_5683	hereditary breast ovarian cancer		613399
{Breast-ovarian cancer, familial, susceptibility to, 4}	http://purl.obolibrary.org/obo/DOID_5683	hereditary breast ovarian cancer		614291
{Budd-Chiari syndrome}	http://purl.obolibrary.org/obo/DOID_11512	hepatic vein thrombosis		600880
{Bulimia nervosa, age of onset of weight loss in}	http://purl.obolibrary.org/obo/DOID_12129	bulimia nervosa		607499
{Celiac disease, susceptibility to, 3}	http://purl.obolibrary.org/obo/DOID_10608	celiac disease		609755
{Celiac disease, susceptibility to, 4}	http://purl.obolibrary.org/obo/DOID_10608	celiac disease		609753
{Centronuclear myopathy, autosomal, modifier of}	http://purl.obolibrary.org/obo/DOID_14717	centronuclear myopathy		160150
{Cirrhosis, noncryptogenic, susceptibility to}	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis		215600
{Colorectal cancer, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_9256	colorectal cancer		608812
{Colorectal cancer, susceptibility to, 12}	http://purl.obolibrary.org/obo/DOID_9256	colorectal cancer		615083
{Colorectal cancer, susceptibility to, 3}	http://purl.obolibrary.org/obo/DOID_9256	colorectal cancer		612229
{Coronary artery disease in familial hypercholesterolemia, protection against}	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia		143890
{Coronary artery disease in familial hypercholesterolemia, protection against}	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease		143890
{Coronary artery disease, autosomal dominant, 1}	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease		608320
{Coronary artery disease, autosomal dominant, 2}	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease		610947
{Coronary artery disease, resistance to}	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease		607339
{Coronary heart disease, susceptibility to, 5}	http://purl.obolibrary.org/obo/DOID_3393	coronary heart disease		608901
{Coronary heart disease, susceptibility to, 6}	http://purl.obolibrary.org/obo/DOID_3393	coronary heart disease		614466
{Coronary heart disease, susceptibility to, 7}	http://purl.obolibrary.org/obo/DOID_3393	coronary heart disease		610938
{Deep venous thrombosis, protection against}	http://purl.obolibrary.org/obo/HP_0002625	Deep venous thrombosis	Case 6b: Found Exact With HP Annotator	
{Dengue fever, protection against}	http://purl.obolibrary.org/obo/DOID_12205	dengue disease		614371
{Dermatitis, atopic, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_2723	dermatitis		605803
{Diabetes mellitus, insulin-dependent, 22}	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus		612522
{Diabetes mellitus, insulin-dependent, 5}	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus		600320
{Diabetes mellitus, insulin-dependent, susceptibility to}	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus		601388
{Diabetes mellitus, noninsulin-dependent 1}	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus		601283
{Diabetes mellitus, noninsulin-dependent}	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus		125853
{Diabetes mellitus, transient neonatal}	http://purl.obolibrary.org/obo/HP_0008255	Transient neonatal diabetes mellitus	Case 6b: Found Exact With HP Annotator	
{Diabetes, mellitus, insulin-dependent, susceptibility to, 10}	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus		601942
{Dyskeratosis congenita, autosomal dominant 2}	http://purl.obolibrary.org/obo/DOID_2729	dyskeratosis congenita	Case 4b: Found Exact With Disease Annotator	
{Dyskeratosis congenita, autosomal recessive 4}	http://purl.obolibrary.org/obo/DOID_2729	dyskeratosis congenita	Case 4b: Found Exact With Disease Annotator	
{Dyslexia, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_4428	dyslexia		127700
{Dyslexia, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_4428	dyslexia		600202
{Encephalopathy, acute, infection-induced, 3, susceptibility to}	http://purl.obolibrary.org/obo/HP_0001298	Encephalopathy		608033
{Encephalopathy, acute, infection-induced, 4, susceptibility to}	http://purl.obolibrary.org/obo/HP_0001298	Encephalopathy		614212
{Encephalopathy, acute, infection-induced, susceptibility to, 6}	http://purl.obolibrary.org/obo/HP_0001298	Encephalopathy		614850
{Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}	http://purl.obolibrary.org/obo/DOID_4959	epidermolysis bullosa dystrophica	Case 4b: Found Exact With Disease Annotator	
{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}	http://purl.obolibrary.org/obo/DOID_0060170	generalized epilepsy with febrile seizures plus		
{Epilepsy, idiopathic generalized, 10}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, idiopathic generalized, susceptibility to, 11}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, idiopathic generalized, susceptibility to, 6}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, idiopathic generalized, susceptibility to, 8}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, idiopathic generalized, susceptibility to, 9}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, idiopathic generalized, susceptibility to}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, idiopathic generalized, suscpetibility to, 12}	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy		
{Epilepsy, juvenile absence, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_0060172	juvenile absence epilepsy		
{Epilepsy, juvenile myoclonic, susceptibility to, 5}	http://purl.obolibrary.org/obo/DOID_4890	juvenile myoclonic epilepsy		
{Epilepsy, juvenile myoclonic, susceptibility to, 6}	http://purl.obolibrary.org/obo/DOID_4890	juvenile myoclonic epilepsy		
{Epilepsy, juvenile myoclonic, susceptibility to, 8}	http://purl.obolibrary.org/obo/DOID_4890	juvenile myoclonic epilepsy		
{Epilepsy, juvenile myoclonic, susceptibility to}	http://purl.obolibrary.org/obo/DOID_4890	juvenile myoclonic epilepsy		
{Essential tremor, susceptibility to}	http://purl.obolibrary.org/obo/DOID_4990	essential tremor		190300
{Glaucoma, normal tension, susceptibility to}	http://purl.obolibrary.org/obo/DOID_1686	glaucoma		606657
{Glioblastoma 3}	http://purl.obolibrary.org/obo/DOID_3068	glioblastoma		613029
{Glioma susceptibility 2}	http://purl.obolibrary.org/obo/DOID_3070	malignant glioma		613028
{Gout susceptibility 4}	http://purl.obolibrary.org/obo/DOID_13189	gout	Case 4b: Found Exact With Disease Annotator	
{Hemangioma, capillary infantile, susceptibility to}	http://purl.obolibrary.org/obo/DOID_2725	capillary hemangioma	Case 8: Found Mappings, No Match Detected	
{Hemolytic uremic syndrome, atypical, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome		612922
{Hemolytic uremic syndrome, atypical, susceptibility to, 3}	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome		612923
{Hemolytic uremic syndrome, atypical, susceptibility to, 4}	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome		612924
{Hemolytic uremic syndrome, atypical, susceptibility to, 5}	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome		612925
{Hemolytic uremic syndrome, atypical, susceptibility to, 6}	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome		612926
{Hemolytic uremic syndrome, atypical, susceptibility to}	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome		235400
{Hepatitis B virus, susceptibility to}	http://purl.obolibrary.org/obo/DOID_2043	hepatitis B		610424
{Hepatitis C virus, resistance to}	http://purl.obolibrary.org/obo/DOID_1883	hepatitis C		609532
{HIV infection, resistance to}	http://purl.obolibrary.org/obo/DOID_526	Human immunodeficiency virus infectious disease		609423
{HIV/AIDS, susceptibility to}	http://purl.obolibrary.org/obo/DOID_635	acquired immunodeficiency syndrome		609423
{Hypercalciuria, absorptive, susceptibility to}	http://purl.obolibrary.org/obo/HP_0002150	Hypercalciuria		143870
{Hypercholesterolemia, familial, due to LDLR defect, modifier of}	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia	Case 8: Found Mappings, No Match Detected	
{Hypercholesterolemia, familial, modification of}	http://purl.obolibrary.org/obo/DOID_13810	familial hypercholesterolemia	Case 8: Found Mappings, No Match Detected	
{Hypercholesterolemia, susceptibility to}	http://purl.obolibrary.org/obo/DOID_2487	hypercholesterolemia	Case 8: Found Mappings, No Match Detected	
{Hyperlipidemia, familial combined, susceptibility to}	http://purl.obolibrary.org/obo/HP_0003077	Hyperlipidemia		602491
{Hypertension, diastolic, resistance to}	http://purl.obolibrary.org/obo/DOID_10763	hypertension		608622
{Hypertension, essential, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_10763	hypertension		145500
{Hypothyroidism, autoimmune}	http://purl.obolibrary.org/obo/DOID_1459	hypothyroidism		140300
{Influenza, severe, susceptibility to}	http://purl.obolibrary.org/obo/DOID_8469	influenza		614680
{Intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to}	http://purl.obolibrary.org/obo/HP_0002170	Intracranial hemorrhage		108010
{Kuru, susceptibility to}	http://purl.obolibrary.org/obo/DOID_648	kuru encephalopathy		245300
{Leprosy, protection against}	http://purl.obolibrary.org/obo/DOID_1024	leprosy	Case 4b: Found Exact With Disease Annotator	
{Leprosy, susceptibility to, 4}	http://purl.obolibrary.org/obo/DOID_1024	leprosy		610988
{Leprosy, susceptibility to, 5}	http://purl.obolibrary.org/obo/DOID_1024	leprosy	Case 4b: Found Exact With Disease Annotator	
{Leprosy, susceptibility to}	http://purl.obolibrary.org/obo/DOID_1024	leprosy		607572
{Lipodystrophy, partial, acquired, susceptibility to}	http://purl.obolibrary.org/obo/DOID_811	lipodystrophy		608709
{Lung cancer susceptibility 2}	http://purl.obolibrary.org/obo/DOID_1324	lung cancer		612052
{Lymphoma, follicular, somatic}	http://purl.obolibrary.org/obo/DOID_0060058	lymphoma		613024
{Macular degeneration, age-related, 12}	http://purl.obolibrary.org/obo/DOID_4448	macular degeneration		613784
{Macular degeneration, age-related, 8}	http://purl.obolibrary.org/obo/DOID_4448	macular degeneration		613778
{Malaria, cerebral, reduced risk of}	http://purl.obolibrary.org/obo/DOID_14069	cerebral malaria	Case 8: Found Mappings, No Match Detected	
{Malaria, cerebral, susceptibility to}	http://purl.obolibrary.org/obo/DOID_14069	cerebral malaria	Case 8: Found Mappings, No Match Detected	
{Malaria, mild, susceptibility to}	http://purl.obolibrary.org/obo/DOID_12365	malaria		609148
{Malaria, protection against}	http://purl.obolibrary.org/obo/DOID_12365	malaria	Case 4b: Found Exact With Disease Annotator	
{Malaria, resistance to}	http://purl.obolibrary.org/obo/DOID_12365	malaria	Case 4b: Found Exact With Disease Annotator	
{Malaria, severe, resistance to}	http://purl.obolibrary.org/obo/DOID_12365	malaria	Case 4b: Found Exact With Disease Annotator	
{Malaria, susceptibility to}	http://purl.obolibrary.org/obo/DOID_12365	malaria	Case 4b: Found Exact With Disease Annotator	
{Malaria, vivax, protection against}	http://purl.obolibrary.org/obo/DOID_12978	Plasmodium vivax malaria	Case 8: Found Mappings, No Match Detected	
{Melanoma, cutaneous malignant, 3}	http://purl.obolibrary.org/obo/DOID_1909	melanoma		609048
{Melanoma, cutaneous malignant, 5}	http://purl.obolibrary.org/obo/DOID_1909	melanoma		613099
{Melanoma, cutaneous malignant, 6}	http://purl.obolibrary.org/obo/DOID_1909	melanoma		613972
{Melanoma, cutaneous malignant, susceptibility to, 8}	http://purl.obolibrary.org/obo/DOID_1909	melanoma		614456
{Melanoma, cutaneous malignant, susceptibility to, 8}	http://purl.obolibrary.org/obo/DOID_1909	melanoma		614456
{Migraine, with or without aura, susceptibility to, 13}	http://purl.obolibrary.org/obo/DOID_6364	migraine		613656
{Moyamoya disease 2, susceptibility to}	http://purl.obolibrary.org/obo/DOID_13099	Moyamoya disease		607151
{Multiple sclerosis, susceptibility to, 5}	http://purl.obolibrary.org/obo/DOID_2377	multiple sclerosis		614810
{Myelodysplastic syndrome, susceptibility to}	http://purl.obolibrary.org/obo/HP_0002863	Myelodysplasia	Case 7b: Found Synonym With HP Annotator Synonym	
{Myocardial infarction, protection against}	http://purl.obolibrary.org/obo/DOID_5844	myocardial infarction	Case 4b: Found Exact With Disease Annotator	
{Myocardial infarction, susceptibility to}	http://purl.obolibrary.org/obo/DOID_5844	myocardial infarction		608446
{Nephrolithiasis, uric acid, susceptibility to}	http://purl.obolibrary.org/obo/DOID_585	nephrolithiasis		605990
{Neuroblastoma, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_769	neuroblastoma	Case 4b: Found Exact With Disease Annotator	
{Neuroblastoma, susceptibility to, 3}	http://purl.obolibrary.org/obo/DOID_769	neuroblastoma		613014
{Nicotine dependence, susceptibility to}	http://purl.obolibrary.org/obo/DOID_0050742	nicotine dependence	Case 4b: Found Exact With Disease Annotator	
{Nicotine dependence, susceptibility to}	http://purl.obolibrary.org/obo/DOID_0050742	nicotine dependence		
{Nonarteritic anterior ischemic optic neuropathy, susceptibility to}	http://purl.obolibrary.org/obo/DOID_12010	ischemic optic neuropathy		258660
{Obesity, severe, susceptibility to, BMIQ9}	http://purl.obolibrary.org/obo/DOID_9970	obesity		602025
{Obesity, susceptibility to, BMIQ11}	http://purl.obolibrary.org/obo/DOID_9970	obesity		300306
{Obesity, susceptibility to, BMIQ12}	http://purl.obolibrary.org/obo/DOID_9970	obesity		612362
{Obesity, susceptibility to, BMIQ4}	http://purl.obolibrary.org/obo/DOID_9970	obesity		607447
{Obesity, susceptibility to}	http://purl.obolibrary.org/obo/DOID_9970	obesity		607514
{Obsessive-compulsive disorder, protection against}	http://purl.obolibrary.org/obo/DOID_10933	obsessive-compulsive disorder	Case 4b: Found Exact With Disease Annotator	
{Obsessive-compulsive disorder, susceptibility to}	http://purl.obolibrary.org/obo/DOID_10933	obsessive-compulsive disorder	Case 4b: Found Exact With Disease Annotator	
{Obsessive-compulsive disorder}	http://purl.obolibrary.org/obo/DOID_10933	obsessive-compulsive disorder		164230
{Osteoarthritis susceptibility 1}	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis		165720
{Osteoarthritis susceptibility 2}	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis		140600
{Osteoarthritis susceptibility 3}	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis		607850
{Osteoarthritis}	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis		612400
{Osteoporosis, early-onset, susceptibility to, autosomal dominant}	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	Case 4b: Found Exact With Disease Annotator	
{Osteoporosis, postmenopausal, susceptibility}	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	Case 8: Found Mappings, No Match Detected	
{Osteoporosis, postmenopausal}	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	Case 8: Found Mappings, No Match Detected	
{Osteoporosis, susceptibility to}	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	Case 4b: Found Exact With Disease Annotator	
{Osteoporosis}	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis		166710
{Pancreatic cancer, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_1793	pancreatic cancer		606856
{Pancreatic cancer, susceptibility to, 3}	http://purl.obolibrary.org/obo/DOID_1793	pancreatic cancer		613348
{Pancreatic cancer, susceptibility to, 4}	http://purl.obolibrary.org/obo/DOID_1793	pancreatic cancer		614320
{Pancreatitis, chronic, protection against}	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	Case 8: Found Mappings, No Match Detected	
{Pancreatitis, chronic, susceptibility to}	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	Case 8: Found Mappings, No Match Detected	
{Pancreatitis, idiopathic}	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	Case 4b: Found Exact With Disease Annotator	
{Panic disorder, susceptibility to}	http://purl.obolibrary.org/obo/DOID_594	panic disorder		167870
{Prostate cancer, hereditary, 12}	http://purl.obolibrary.org/obo/DOID_10283	prostate cancer		611868
{Prostate cancer, hereditary, 13}	http://purl.obolibrary.org/obo/DOID_10283	prostate cancer		611928
{Prostate cancer, hereditary, 2, susceptibility to}	http://purl.obolibrary.org/obo/DOID_10283	prostate cancer		614731
{Psoriasis susceptibility 1}	http://purl.obolibrary.org/obo/DOID_8893	psoriasis		177900
{Psoriasis susceptibility 13}	http://purl.obolibrary.org/obo/DOID_8893	psoriasis		614070
{Psoriasis susceptibility 2}	http://purl.obolibrary.org/obo/DOID_8893	psoriasis		602723
{Psoriasis, protection against}	http://purl.obolibrary.org/obo/DOID_8893	psoriasis		605606
{Psoriatic arthritis, susceptibility to}	http://purl.obolibrary.org/obo/DOID_9008	psoriatic arthritis		607507
{Pulmonary disease, chronic obstructive, susceptibility to}	http://purl.obolibrary.org/obo/DOID_3083	chronic obstructive pulmonary disease	Case 4b: Found Exact With Disease Annotator	
{Pulmonary fibrosis, idiopathic, susceptibility to}	http://purl.obolibrary.org/obo/DOID_3770	pulmonary fibrosis	Case 4b: Found Exact With Disease Annotator	
{Renal dysplasia, cystic, susceptibility to}	http://purl.obolibrary.org/obo/HP_0000800	Cystic renal dysplasia		601331
{Rheumatoid arthritis, systemic juvenile}	http://purl.obolibrary.org/obo/DOID_7148	rheumatoid arthritis		604302
{Sarcoidosis, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_11335	sarcoidosis		181000
{Sarcoidosis, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_11335	sarcoidosis		612387
{Schizophrenia 15}	http://purl.obolibrary.org/obo/DOID_5419	schizophrenia		613950
{Schizophrenia, susceptibility to, 17}	http://purl.obolibrary.org/obo/DOID_5419	schizophrenia		614332
{Schizophrenia, susceptibility to, 4}	http://purl.obolibrary.org/obo/DOID_5419	schizophrenia		600850
{Schizophrenia, susceptibility to}	http://purl.obolibrary.org/obo/DOID_5419	schizophrenia		604906
{Scoliosis, idiopathic 3}	http://purl.obolibrary.org/obo/HP_0002650	Scoliosis		608765
{Sick sinus syndrome 3}	http://purl.obolibrary.org/obo/DOID_13884	sick sinus syndrome		614090
{Spina bifida, folate-sensitive, susceptibility to}	http://purl.obolibrary.org/obo/DOID_0080016	spina bifida		601634
{Spina bifida, susceptibility to}	http://purl.obolibrary.org/obo/DOID_0080016	spina bifida		182940
{Stevens-Johnson syndrome, susceptibility to}	http://purl.obolibrary.org/obo/DOID_0050426	Stevens-Johnson syndrome	Case 4b: Found Exact With Disease Annotator	
{Stroke, hemorrhagic}	http://purl.obolibrary.org/obo/DOID_3455	cerebrovascular accident		614519
{Stroke, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_3455	cerebrovascular accident		606799
{Systemic lupus erythematosus, resistance to}	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus	Case 4b: Found Exact With Disease Annotator	
{Systemic lupus erythematosus, susceptibility to, 1}	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus	Case 4b: Found Exact With Disease Annotator	
{Systemic lupus erythematosus, susceptibility to, 10}	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus		612251
{Systemic lupus erythematosus, susceptibility to, 2}	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus		605218
{Systemic lupus erythematosus, susceptibility to, 9}	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus		610927
{Systemic lupus erythematosus, susceptitbility to, 11}	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus		612253
{Systemic lupus erythematous, association with susceptibility to, 6}	http://purl.obolibrary.org/obo/DOID_8857	lupus erythematosus		609939
{Thrombophilia, susceptibility to, due to factor V Leiden}	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Case 8: Found Mappings, No Match Detected	
{Tuberculosis, protection against}	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	Case 4b: Found Exact With Disease Annotator	
{Tuberculosis, susceptibility to}	http://purl.obolibrary.org/obo/DOID_399	tuberculosis		607948
{Vitiligo-associated multiple autoimmune disease susceptibility 1}	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease		606579
{Wilms tumor susceptibility-5}	http://purl.obolibrary.org/obo/HP_0002667	Nephroblastoma (Wilms tumor)		601583
3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	http://purl.obolibrary.org/obo/HP_0003535	3-Methylglutaconic aciduria		614739
3-methylglutaconic aciduria, type I	http://purl.obolibrary.org/obo/HP_0003535	3-Methylglutaconic aciduria		250950
3-methylglutaconic aciduria, type III	http://purl.obolibrary.org/obo/HP_0003535	3-Methylglutaconic aciduria		258501
3-methylglutaconic aciduria, type V	http://purl.obolibrary.org/obo/HP_0003535	3-Methylglutaconic aciduria		610198
46XY sex reversal 1	http://purl.obolibrary.org/obo/DOID_14448	46 XY gonadal dysgenesis		
46XY sex reversal 8	http://purl.obolibrary.org/obo/DOID_14448	46 XY gonadal dysgenesis		
Achromatopsia 6	http://purl.obolibrary.org/obo/DOID_13911	achromatopsia	Case 4b: Found Exact With Disease Annotator	
Acrodysostosis 2, with or without hormone resistance	http://purl.obolibrary.org/obo/DOID_14669	acrodysostosis		614613
ACTH-independent macronodular adrenal hyperplasia	http://purl.obolibrary.org/obo/DOID_4967	adrenal hyperplasia		219080
Adenosine deaminase deficiency, partial	http://purl.obolibrary.org/obo/DOID_5810	adenosine deaminase deficiency		
Adermatoglyphia	http://purl.obolibrary.org/obo/HP_0007455	Adermatoglyphia		136000
