GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	Comments	IsNegative	ExternalDatabase	DatabaseLink	Phenotypes	ScoreType	Score	Strength
ADSL	158	15471876	TAS	Rare Single Gene Mutation ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. Rare mutations in the ADSL gene have been found. For example, one study (Sivendran et al., 2004) found an autistic individual with two heterozygous ADSL mutations. Autism has been reported in a subset of individuals with adenylosuccinate lyase deficiency.		SFARI	ADSL	autism spectrum disorder	SFARIGeneScore	S	0.0	
AFF2	2334	23092983	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	22511880	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	22065534	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	9034011	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	23352163	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	23020937	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	21739600	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF2	2334	10424820	TAS	Syndromic ; Rare mutations in the AFF2 gene have been identified with autism and ADHD (Abrams et al., 1997) as well as with X-linked intellectual disability (XLID) (Stettner et al., 2011) and developmental and speech delay (Sahoo et al., 2011). In addition, this gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, a rare mutation in the AFF2 gene has been identified with fragile X syndrome (Moore et al., 1999).		SFARI	AFF2	autism spectrum disorder	
AFF4	27125	22495306	TAS	Rare Single Gene Mutation ; Rare mutations in the AFF4 gene have been identified with autism (O'Roak et al., 2011; Sanders et al., 2012).		SFARI	AFF4	autism spectrum disorder	
AFF4	27125	21572417	TAS	Rare Single Gene Mutation ; Rare mutations in the AFF4 gene have been identified with autism (O'Roak et al., 2011; Sanders et al., 2012).		SFARI	AFF4	autism spectrum disorder	
AGBL4	84871	20531469	TAS	Rare Single Gene Mutation ; Rare deletions involving the AGBL4 gene have been identified in individuals with ASD (Pinto et al., 2010).		SFARI	AGBL4	autism spectrum disorder	
AGBL4	84871	23275889	TAS	Rare Single Gene Mutation ; Rare deletions involving the AGBL4 gene have been identified in individuals with ASD (Pinto et al., 2010).		SFARI	AGBL4	autism spectrum disorder	
AGMO	392636	23275889	TAS	Genetic Association ; A rare CNV in the AGMO (TMEM195) gene has been identified with autism in AGRE, NIMH and additional cohorts (Sebat et al., 2007).		SFARI	AGMO	autism spectrum disorder	
AGMO	392636	17363630	TAS	Genetic Association ; A rare CNV in the AGMO (TMEM195) gene has been identified with autism in AGRE, NIMH and additional cohorts (Sebat et al., 2007).		SFARI	AGMO	autism spectrum disorder	
AGMO	392636	20797689	TAS	Genetic Association ; A rare CNV in the AGMO (TMEM195) gene has been identified with autism in AGRE, NIMH and additional cohorts (Sebat et al., 2007).		SFARI	AGMO	autism spectrum disorder	
AGTR2	186	12089445	TAS	Rare Single Gene Mutation ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. Rare mutations in the AGTR2 gene have also been identified with mental retardation. These mutations included translocation, frameshift and missense variations. A screen of indivduals with FMR1-negative X-linked mental retardation resulted in the identification of rare variants in AGTR2 in 9/590 individuals, Of the 9 carrying a mutation, 2 had autism, one of which was a frameshift mutation. No controls were evaluated (Vervoort V.S. et al.).		SFARI	AGTR2	autism spectrum disorder	SFARIGeneScore	4	0.4	
AGTR2	186	22269148	TAS	Rare Single Gene Mutation ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. Rare mutations in the AGTR2 gene have also been identified with mental retardation. These mutations included translocation, frameshift and missense variations. A screen of indivduals with FMR1-negative X-linked mental retardation resulted in the identification of rare variants in AGTR2 in 9/590 individuals, Of the 9 carrying a mutation, 2 had autism, one of which was a frameshift mutation. No controls were evaluated (Vervoort V.S. et al.).		SFARI	AGTR2	autism spectrum disorder	SFARIGeneScore	4	0.4	
AHI1	54806	18782849	TAS	Rare Single Gene Mutation ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, several studies have found genetic association and rare variants in the AHI1 gene that are associated with Joubert syndrome. In addition, genetic association between AHI1 and schizophrenia has been seen in a large European sample. Selected as a candidate gene based on its involvement in Joubert Syndrome.  Single association study with significant results (PMID: 18782849), and also reasonably good evidence for a role in schizophrenia (PMID: 20371615).		SFARI	AHI1	autism spectrum disorder	SFARIGeneScore	3S	0.6	
AHI1	54806	23352163	TAS	Rare Single Gene Mutation ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. In particular, several studies have found genetic association and rare variants in the AHI1 gene that are associated with Joubert syndrome. In addition, genetic association between AHI1 and schizophrenia has been seen in a large European sample. Selected as a candidate gene based on its involvement in Joubert Syndrome.  Single association study with significant results (PMID: 18782849), and also reasonably good evidence for a role in schizophrenia (PMID: 20371615).		SFARI	AHI1	autism spectrum disorder	SFARIGeneScore	3S	0.6	
ALDH1A3	220	23312594	TAS	Syndromic ; Homozygosity for one splice-site and two missense mutations in the ALDH1A3 gene was identified in three consanguineous families segregating with anophthalmia and microphthalmia (A/M); in one of these families, affected individuals with a homozygous missense variant in ALDH1A3 were also diagnosed with autism (Fares-Taie et al., 2013).		SFARI	ALDH1A3	autism spectrum disorder	
ALDH5A1	7915	12743223	TAS	Syndromic ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. No published test of autism association; Pearl et al. (2003) (PMID: 12743223) indicates a syndrome with autistic behaviors, language dysfunction		SFARI	ALDH5A1	autism spectrum disorder	SFARIGeneScore	S	0.0	
ALOX5AP	241	16709250	TAS	Genetic Association ; Differential expression of the ALOX5AP gene has been shown to occur in some autistic individuals (Hu et al., 2006). The ALOX5AP gene is located on 13q12, which has been identified as a possible linkage region for autism (REF?). In addition, a study of monozygotic twins discordant for autism revealed differential expression of this gene among several others (Hu et al., 2006). However, there is no additional evidence for the role of ALOX5AP in autism to date. 		SFARI	ALOX5AP	autism spectrum disorder	SFARIGeneScore	5	0.2	
AMT	275	23352163	TAS	Rare single gene mutation ; Homozygous missense variants in the AMT gene were identified that segregated with ASD in two separate pedigrees (one multiplex, one simplex) consisting of affected children born to consanguineous parents (Yu et al., 2013).		SFARI	AMT	autism spectrum disorder	
ANK3	288	22865819	TAS	Rare single gene mutation ; Three different missense mutations in the ANK3 gene, including a recurrent de novo mutation, were identified in four unrelated ASD patients in an exome sequencing report using cases from AGRE (Bi et al., 2012).		SFARI	ANK3	autism spectrum disorder	
ANKRD11	29123	21782149	TAS	Rare Single Gene Mutation ; Studies have identified rare mutations in the ANKRD11 gene with autism.  ANKRD11 is in an ASD-associated multi-genic CNV on chromosome 16q24.3 (Willemsen et al., 2010; Marshall et al., 2008).		SFARI	ANKRD11	autism spectrum disorder	SFARIGeneScore	4	0.4	
ANKRD11	29123	19920853	TAS	Rare Single Gene Mutation ; Studies have identified rare mutations in the ANKRD11 gene with autism.  ANKRD11 is in an ASD-associated multi-genic CNV on chromosome 16q24.3 (Willemsen et al., 2010; Marshall et al., 2008).		SFARI	ANKRD11	autism spectrum disorder	SFARIGeneScore	4	0.4	
ANKRD11	29123	18252227	TAS	Rare Single Gene Mutation ; Studies have identified rare mutations in the ANKRD11 gene with autism.  ANKRD11 is in an ASD-associated multi-genic CNV on chromosome 16q24.3 (Willemsen et al., 2010; Marshall et al., 2008).		SFARI	ANKRD11	autism spectrum disorder	SFARIGeneScore	4	0.4	
APBA2	321	20029827	TAS	Rare Single Gene Mutation ; Rare mutations in the APBA2 gene have been identified with autism (Babatz et al., 2009) as well as with schizophrenia (Kirov et al., 2008). Located in 15q13 region implicated by CNVs in autism		SFARI	APBA2	autism spectrum disorder	SFARIGeneScore	4	0.4	
APC	324	17221838	TAS	Genetic Association ; Rare mutation (Barber et al., 1994) and genetic association (Zhou et al., 2007) of the APC gene has been identified with autism. Given the hundreds of cases in which deletion carriers present with cancer, the handful of mutations in individuals with autism/ID is likely to be incidental.		SFARI	APC	autism spectrum disorder	SFARIGeneScore	6	0.0	
APC	324	8071957	TAS	Genetic Association ; Rare mutation (Barber et al., 1994) and genetic association (Zhou et al., 2007) of the APC gene has been identified with autism. Given the hundreds of cases in which deletion carriers present with cancer, the handful of mutations in individuals with autism/ID is likely to be incidental.		SFARI	APC	autism spectrum disorder	SFARIGeneScore	6	0.0	
AR	367	19167832	TAS	Genetic Association ; Genetic association has been found between the AR gene and autism (Henningsson et al., 2009). Biological candidate.  Single association study with equivocal results (PMID: 19167832).		SFARI	AR	autism spectrum disorder	SFARIGeneScore	4	0.4	
ARHGAP11B	89839	22346768	TAS	Rare Single Gene Mutation ; Rare ARHGAP11B deletions were found in two patients with autism and intellectual disability (Leblond et al., 2012).		SFARI	ARHGAP11B	autism spectrum disorder	
ARHGAP15	55843	23275889	TAS	Rare Single Gene Mutation ; Rare mutations in the ARHGAP15 gene have been identified with autism (O'Roak et al., 2011).		SFARI	ARHGAP15	autism spectrum disorder	
ARHGAP15	55843	21572417	TAS	Rare Single Gene Mutation ; Rare mutations in the ARHGAP15 gene have been identified with autism (O'Roak et al., 2011).		SFARI	ARHGAP15	autism spectrum disorder	
ARHGAP24	83478	23032108	TAS	Rare single gene mutation ; A de novo 1 Mb deletion involving the ARHGAP24 gene was detected in a female ASD patient (Wisniowiecka-Kowalnik et al., 2012).  This deletion was not found in the Database of Genomic Variants (DGV) or in a group of 2026 healthy individuals.		SFARI	ARHGAP24	autism spectrum disorder	
ARID1B	57492	23275889	TAS	Rare single gene mutation ; A de novo deletion resulting in reduced transcript expression was identified within the ARID1B gene in a patient with autism (Nord et al., 2011).  In a subsequent study, a de novo translocation disrupting the ARID1B gene was identified in an individual with autism, intellectual disability, agenesis of the corpus callosum, and severe speech impairment (Halgren et al., 2011).  Deletions encompassing the ARID1B gene were also identified in patients with autism or autistic traits in this report.		SFARI	ARID1B	autism spectrum disorder	
ARID1B	57492	21448237	TAS	Rare single gene mutation ; A de novo deletion resulting in reduced transcript expression was identified within the ARID1B gene in a patient with autism (Nord et al., 2011).  In a subsequent study, a de novo translocation disrupting the ARID1B gene was identified in an individual with autism, intellectual disability, agenesis of the corpus callosum, and severe speech impairment (Halgren et al., 2011).  Deletions encompassing the ARID1B gene were also identified in patients with autism or autistic traits in this report.		SFARI	ARID1B	autism spectrum disorder	
ARID1B	57492	23160955	TAS	Rare single gene mutation ; A de novo deletion resulting in reduced transcript expression was identified within the ARID1B gene in a patient with autism (Nord et al., 2011).  In a subsequent study, a de novo translocation disrupting the ARID1B gene was identified in an individual with autism, intellectual disability, agenesis of the corpus callosum, and severe speech impairment (Halgren et al., 2011).  Deletions encompassing the ARID1B gene were also identified in patients with autism or autistic traits in this report.		SFARI	ARID1B	autism spectrum disorder	
ARID1B	57492	22495309	TAS	Rare single gene mutation ; A de novo deletion resulting in reduced transcript expression was identified within the ARID1B gene in a patient with autism (Nord et al., 2011).  In a subsequent study, a de novo translocation disrupting the ARID1B gene was identified in an individual with autism, intellectual disability, agenesis of the corpus callosum, and severe speech impairment (Halgren et al., 2011).  Deletions encompassing the ARID1B gene were also identified in patients with autism or autistic traits in this report.		SFARI	ARID1B	autism spectrum disorder	
ARNT2	9915	22209245	TAS	Syndromic ; Genetic association has been found between the ARNT2 gene and both autism and Asperger syndrome (Chakrabarti et al., 2009). In addition, rare variants in the ARNT2 gene have been identified in patients with ASD (Vaags et al., 2012; Neale et al., 2012). There is one unreplicated association reported (Chakrabarti et al., 2009; PMID: 19598235).		SFARI	ARNT2	autism spectrum disorder	SFARIGeneScore	4	0.4	
ARNT2	9915	19598235	TAS	Syndromic ; Genetic association has been found between the ARNT2 gene and both autism and Asperger syndrome (Chakrabarti et al., 2009). In addition, rare variants in the ARNT2 gene have been identified in patients with ASD (Vaags et al., 2012; Neale et al., 2012). There is one unreplicated association reported (Chakrabarti et al., 2009; PMID: 19598235).		SFARI	ARNT2	autism spectrum disorder	SFARIGeneScore	4	0.4	
ARNT2	9915	22495311	TAS	Syndromic ; Genetic association has been found between the ARNT2 gene and both autism and Asperger syndrome (Chakrabarti et al., 2009). In addition, rare variants in the ARNT2 gene have been identified in patients with ASD (Vaags et al., 2012; Neale et al., 2012). There is one unreplicated association reported (Chakrabarti et al., 2009; PMID: 19598235).		SFARI	ARNT2	autism spectrum disorder	SFARIGeneScore	4	0.4	
ARX	170302	21624971	TAS	Syndromic ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. For example, a number of studies have shown that mutations in the ARX gene are identified with a diverse spectrum of disease that includes cognitive impairment, epilepsy and severe cortical malformations. Mutations in ARX cause a spectrum of ARX- associated disorders, including X-linked mental retardation, X-linked infantile spasms and X-linked lissencephaly with ambiguous genitalia. A proportion of individuals with each of these disorders also has autism spectrum disorder. Category 4 evidence for the role of ARX in idiopathic evidence includes two studies in which the authors screened for ARX mutations in individuals with autism. In one study of 226 males with ASD+ID, no mutations were found (Chase et al. 2007). In another study, two families each carried a 24-bp duplication in ARX, and three individuals had autism or autistic features in addition to epilepsy or ID. 		SFARI	ARX	autism spectrum disorder	SFARIGeneScore	4S	0.4	
ARX	170302	22922607	TAS	Syndromic ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. For example, a number of studies have shown that mutations in the ARX gene are identified with a diverse spectrum of disease that includes cognitive impairment, epilepsy and severe cortical malformations. Mutations in ARX cause a spectrum of ARX- associated disorders, including X-linked mental retardation, X-linked infantile spasms and X-linked lissencephaly with ambiguous genitalia. A proportion of individuals with each of these disorders also has autism spectrum disorder. Category 4 evidence for the role of ARX in idiopathic evidence includes two studies in which the authors screened for ARX mutations in individuals with autism. In one study of 226 males with ASD+ID, no mutations were found (Chase et al. 2007). In another study, two families each carried a 24-bp duplication in ARX, and three individuals had autism or autistic features in addition to epilepsy or ID. 		SFARI	ARX	autism spectrum disorder	SFARIGeneScore	4S	0.4	
ARX	170302	23246292	TAS	Syndromic ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. For example, a number of studies have shown that mutations in the ARX gene are identified with a diverse spectrum of disease that includes cognitive impairment, epilepsy and severe cortical malformations. Mutations in ARX cause a spectrum of ARX- associated disorders, including X-linked mental retardation, X-linked infantile spasms and X-linked lissencephaly with ambiguous genitalia. A proportion of individuals with each of these disorders also has autism spectrum disorder. Category 4 evidence for the role of ARX in idiopathic evidence includes two studies in which the authors screened for ARX mutations in individuals with autism. In one study of 226 males with ASD+ID, no mutations were found (Chase et al. 2007). In another study, two families each carried a 24-bp duplication in ARX, and three individuals had autism or autistic features in addition to epilepsy or ID. 		SFARI	ARX	autism spectrum disorder	SFARIGeneScore	4S	0.4	
ARX	170302	14631200	TAS	Syndromic ; This gene has been associated with syndromic autism, where a subpopulation of individuals with a given syndrome develop autism. For example, a number of studies have shown that mutations in the ARX gene are identified with a diverse spectrum of disease that includes cognitive impairment, epilepsy and severe cortical malformations. Mutations in ARX cause a spectrum of ARX- associated disorders, including X-linked mental retardation, X-linked infantile spasms and X-linked lissencephaly with ambiguous genitalia. A proportion of individuals with each of these disorders also has autism spectrum disorder. Category 4 evidence for the role of ARX in idiopathic evidence includes two studies in which the authors screened for ARX mutations in individuals with autism. In one study of 226 males with ASD+ID, no mutations were found (Chase et al. 2007). In another study, two families each carried a 24-bp duplication in ARX, and three individuals had autism or autistic features in addition to epilepsy or ID. 		SFARI	ARX	autism spectrum disorder	SFARIGeneScore	4S	0.4	
ASMT	438	23349736	TAS	Rare Single Gene Mutation, Genetic Association ; Studies have found genetic association and rare variants in the ASMT gene that are identified with autism.  Rare variants in ASMT have been reported, without rigorous comparison of cases and controls (Melke et al., 2008, and others).		SFARI	ASMT	autism spectrum disorder	SFARIGeneScore	4	0.4	
ASMT	438	17505466	TAS	Rare Single Gene Mutation, Genetic Association ; Studies have found genetic association and rare variants in the ASMT gene that are identified with autism.  Rare variants in ASMT have been reported, without rigorous comparison of cases and controls (Melke et al., 2008, and others).		SFARI	ASMT	autism spectrum disorder	SFARIGeneScore	4	0.4	
ASMT	438	18925931	TAS	Rare Single Gene Mutation, Genetic Association ; Studies have found genetic association and rare variants in the ASMT gene that are identified with autism.  Rare variants in ASMT have been reported, without rigorous comparison of cases and controls (Melke et al., 2008, and others).		SFARI	ASMT	autism spectrum disorder	SFARIGeneScore	4	0.4	
ASMT	438	23275889	TAS	Rare Single Gene Mutation, Genetic Association ; Studies have found genetic association and rare variants in the ASMT gene that are identified with autism.  Rare variants in ASMT have been reported, without rigorous comparison of cases and controls (Melke et al., 2008, and others).		SFARI	ASMT	autism spectrum disorder	SFARIGeneScore	4	0.4	
ASS1	445	16709250	TAS	Genetic Association ; Differential expression of the ASS1 gene has been shown to occur in some autistic individuals (Hu et al., 2006). Evidence of expression dysregulation		SFARI	ASS1	autism spectrum disorder	SFARIGeneScore	5	0.2	
ASTN2	23245	19404257	TAS	Rare Single Gene Mutation ; Association has been found between the ASTN2 gene and autism. Glessner et al. (2009) identified a rare ASTN2 deletion in an autism case. Another study found a link between rare ASTN2 CNVs and schizophrenia. The report from Glessner et al. indicates that 6/~2000 cases and 1/~2500 controls have deletions that overlap with the ASTN2 locus, inheritance unknown. Multiple case events are exonic while the only control event is within an intron. Of the 6 variants, 2 were confirmed by Affymetrix arrays but the status of the remainder is unknown. Statistical support is lacking (the p value of 9.5 x 10-3 is for all genes within the GO term “neuron development”, not ASTN2 alone.  ASTN2 CNVs in 2/800 cases versus 0/700 controls were reported in Vrijenhoek T et al., A GWAS provides support for ASTN2 (paper unavailable electronically but nominal support presumed) (Lesch KP et al.).		SFARI	ASTN2	autism spectrum disorder	SFARIGeneScore	3	0.6	
ASTN2	23245	23275889	TAS	Rare Single Gene Mutation ; Association has been found between the ASTN2 gene and autism. Glessner et al. (2009) identified a rare ASTN2 deletion in an autism case. Another study found a link between rare ASTN2 CNVs and schizophrenia. The report from Glessner et al. indicates that 6/~2000 cases and 1/~2500 controls have deletions that overlap with the ASTN2 locus, inheritance unknown. Multiple case events are exonic while the only control event is within an intron. Of the 6 variants, 2 were confirmed by Affymetrix arrays but the status of the remainder is unknown. Statistical support is lacking (the p value of 9.5 x 10-3 is for all genes within the GO term “neuron development”, not ASTN2 alone.  ASTN2 CNVs in 2/800 cases versus 0/700 controls were reported in Vrijenhoek T et al., A GWAS provides support for ASTN2 (paper unavailable electronically but nominal support presumed) (Lesch KP et al.).		SFARI	ASTN2	autism spectrum disorder	SFARIGeneScore	3	0.6	
ATP10A	57194	12851639	TAS	Genetic Association ; Conflicting studies have shown positive genetic association and no genetic association of the ATP10C gene with autism. Candidate gene based on being in 15q11-13 duplication region. Linkage (Freitag, 2007) and association studies have inconsistent findings in this autism candidate region. Nurmi et al., (2001) found the marker D15S122, located at the 5’ end of the gene UBE3A, associated with autism in the Collaborative Linkage Study of Autism (CLSA); however, Cook et al., (1998) could not find any association between the same locus and autism. Subsequently, Nurmi et al., (2003a) failed to replicate the initial finding in a larger sample, while they described the preferential transmission of single-nucleotide polymorphisms (SNPs) rs1047700 and rs1345098 and a three-SNPs haplotype in ATP10A. The significant association of ATP10A (Nurmi et al., 2003a), however, was not observed in a previous report by Kim et al., (2002). Recently, Kato et al., (2008) found a four-marker haplotype in ATP10A significantly associated with autism in Japanese population.		SFARI	ATP10A	autism spectrum disorder	SFARIGeneScore	3	0.6	
ATP10A	57194	11857573	TAS	Genetic Association ; Conflicting studies have shown positive genetic association and no genetic association of the ATP10C gene with autism.	1	SFARI	ATP10A	autism spectrum disorder	SFARIGeneScore	3	0.6	
ATP2B2	491	22739633	TAS	Genetic Association ; Genetic association has been found between the ATP2B2 gene and autism in a combined AGRE, ISART (Italian) and US cohort (Carayol et al., 2011).		SFARI	ATP2B2	autism spectrum disorder	
ATP2B2	491	21757185	TAS	Genetic Association ; Genetic association has been found between the ATP2B2 gene and autism in a combined AGRE, ISART (Italian) and US cohort (Carayol et al., 2011).		SFARI	ATP2B2	autism spectrum disorder	
ATRNL1	26033	20670697	TAS	Rare single gene mutation ; A de novo deletion involving the ATRNL1 gene was identified in a male patient diagnosed with PDD-NOS, cognitive impairment, ataxia, ventricular septal defect, postnatal growth retardation, and dysmorphic features (Stark et al., 2010).		SFARI	ATRNL1	autism spectrum disorder	
ATRX	546	16722615	TAS	Syndromic ; A rare mutation in the ATRX gene has been identified with ASD (Gong et al., 2008).		SFARI	ATRX	autism spectrum disorder	
ATRX	546	7697714	TAS	Syndromic ; A rare mutation in the ATRX gene has been identified with ASD (Gong et al., 2008).		SFARI	ATRX	autism spectrum disorder	
