MESH:D005359	http://purl.obolibrary.org/obo/DOID_0080031	fibrous dysplasia	"Fibrous Dysplasia, Polyostotic"	
MESH:D005891	http://purl.obolibrary.org/obo/DOID_3087	gingivitis	Gingivitis	
MESH:D006073	http://purl.obolibrary.org/obo/DOID_13189	gout	Gout	
MESH:D006222	http://purl.obolibrary.org/obo/DOID_3462	hamartoma	Hamartoma	
MESH:D006255	http://purl.obolibrary.org/obo/DOID_4483	rhinitis	"Rhinitis, Allergic, Seasonal"	
MESH:D006505	http://purl.obolibrary.org/obo/DOID_2237	hepatitis	Hepatitis	
MESH:D006519	http://purl.obolibrary.org/obo/DOID_12351	alcoholic hepatitis	"Hepatitis, Alcoholic"	
MESH:D006525	http://purl.obolibrary.org/obo/DOID_1884	viral hepatitis	"Hepatitis, Viral, Human"	
MESH:D006937	http://purl.obolibrary.org/obo/DOID_2487	hypercholesterolemia	Hypercholesterolemia	
MESH:D006960	http://purl.obolibrary.org/obo/DOID_2977	primary hyperoxaluria	"Hyperoxaluria, Primary"	
MESH:D006994	http://purl.obolibrary.org/obo/DOID_12251	hypoaldosteronism	Hypoaldosteronism	
MESH:D007008	http://purl.obolibrary.org/obo/DOID_4500	hypokalemia	Hypokalemia	
MESH:D007247	http://purl.obolibrary.org/obo/DOID_5223	infertility	"Infertility, Female"	
MESH:D007738	http://purl.obolibrary.org/obo/DOID_4667	kyphosis	Kyphosis	
MESH:D008106	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis	"Liver Cirrhosis, Experimental"	
MESH:D008178	http://purl.obolibrary.org/obo/DOID_8857	lupus erythematosus	"Lupus Erythematosus, Cutaneous"	
MESH:D008585	http://purl.obolibrary.org/obo/DOID_9470	bacterial meningitis	"Meningitis, Meningococcal"	
MESH:D009188	http://purl.obolibrary.org/obo/DOID_322	myelitis	"Myelitis, Transverse"	
MESH:D009444	http://purl.obolibrary.org/obo/DOID_1803	neuritis	"Neuritis, Autoimmune, Experimental"	
MESH:D010003	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	Osteoarthritis	
MESH:D010020	http://purl.obolibrary.org/obo/DOID_10159	osteonecrosis	Osteonecrosis	
MESH:D010538	http://purl.obolibrary.org/obo/DOID_8283	peritonitis	Peritonitis	
MESH:D010998	http://purl.obolibrary.org/obo/DOID_10247	pleurisy	Pleurisy	
MESH:D011018	http://purl.obolibrary.org/obo/DOID_874	bacterial pneumonia	"Pneumonia, Pneumococcal"	
MESH:D011019	http://purl.obolibrary.org/obo/DOID_874	bacterial pneumonia	"Pneumonia, Mycoplasma"	
MESH:D012221	http://purl.obolibrary.org/obo/DOID_4481	allergic rhinitis	"Rhinitis, Allergic, Perennial"	
MESH:D012560	http://purl.obolibrary.org/obo/DOID_5419	schizophrenia	"Schizophrenia, Catatonic"	
MESH:D012852	http://purl.obolibrary.org/obo/DOID_0050127	sinusitis	Sinusitis	
MESH:D014355	http://purl.obolibrary.org/obo/DOID_12140	Chagas disease	Chagas Disease	
MESH:D014376	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	Tuberculosis	
MESH:D014517	http://purl.obolibrary.org/obo/DOID_5199	ureteral obstruction	Ureteral Obstruction	
MESH:D014808	http://purl.obolibrary.org/obo/DOID_10574	vitamin D deficiency	Vitamin D Deficiency	
MESH:D015140	http://purl.obolibrary.org/obo/DOID_8725	vascular dementia	"Dementia, Vascular"	
MESH:D015160	http://purl.obolibrary.org/obo/DOID_1097	hydrops fetalis	Hydrops Fetalis	
MESH:D015207	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	"Osteoarthritis, Hip"	
MESH:D015624	http://purl.obolibrary.org/obo/DOID_0050214	Lambert-Eaton myasthenic syndrome	Lambert-Eaton Myasthenic Syndrome	
MESH:D015663	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	"Osteoporosis, Postmenopausal"	
MESH:D015819	http://purl.obolibrary.org/obo/DOID_302	substance abuse	"Substance Abuse, Intravenous"	
MESH:D016113	http://purl.obolibrary.org/obo/DOID_1699	congenital ichthyosiform erythroderma	"Ichthyosiform Erythroderma, Congenital"	
MESH:D016393	http://purl.obolibrary.org/obo/DOID_707	B-cell lymphocytic neoplasm	"Lymphoma, B-Cell"	
MESH:D016403	http://purl.obolibrary.org/obo/DOID_0050745	diffuse large B-cell lymphoma	"Lymphoma, Large B-Cell, Diffuse"	
MESH:D016535	http://purl.obolibrary.org/obo/DOID_2841	asthma	Bronchial Hyperreactivity	
MESH:D016657	http://purl.obolibrary.org/obo/DOID_9246	cerebral amyloid angiopathy	Cerebral Amyloid Angiopathy	
MESH:D016724	http://purl.obolibrary.org/obo/DOID_3798	pleural empyema	"Empyema, Pleural"	
MESH:D017728	http://purl.obolibrary.org/obo/DOID_0050744	anaplastic large cell lymphoma	"Lymphoma, Large-Cell, Anaplastic"	
MESH:D018200	http://purl.obolibrary.org/obo/DOID_4236	carcinosarcoma	"Mixed Tumor, Mullerian"	
MESH:D018246	http://purl.obolibrary.org/obo/DOID_656	adrenal adenoma	Adrenocortical Adenoma	
MESH:D018382	http://purl.obolibrary.org/obo/DOID_11633	thyroid hormone resistance syndrome	Thyroid Hormone Resistance Syndrome	
MESH:D018442	http://purl.obolibrary.org/obo/DOID_0050748	marginal zone B-cell lymphoma	"Lymphoma, B-Cell, Marginal Zone"	
MESH:D018792	http://purl.obolibrary.org/obo/DOID_646	viral encephalitis	"Encephalitis, Viral"	
MESH:D019283	http://purl.obolibrary.org/obo/DOID_2913	acute pancreatitis	"Pancreatitis, Acute Necrotizing"	
MESH:D019578	http://purl.obolibrary.org/obo/DOID_4752	multiple system atrophy	Multiple System Atrophy	
MESH:D019694	http://purl.obolibrary.org/obo/DOID_2043	hepatitis B	"Hepatitis B, Chronic"	
MESH:D019698	http://purl.obolibrary.org/obo/DOID_1883	hepatitis C	"Hepatitis C, Chronic"	
MESH:D020315	http://purl.obolibrary.org/obo/DOID_1205	hypersensitivity reaction type I disease	Latex Hypersensitivity	
MESH:D020370	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	"Osteoarthritis, Knee"	
MESH:D020786	http://purl.obolibrary.org/obo/DOID_2516	intracranial cavernous angioma	"Hemangioma, Cavernous, Central Nervous System"	
MESH:D021441	http://purl.obolibrary.org/obo/DOID_3587	pancreatic ductal carcinoma	"Carcinoma, Pancreatic Ductal"	
MESH:D028226	http://purl.obolibrary.org/obo/DOID_9120	amyloidosis	"Amyloidosis, Familial"	
MESH:D029481	http://purl.obolibrary.org/obo/DOID_6132	bronchitis	"Bronchitis, Chronic"	
MESH:D050500	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	"Pancreatitis, Chronic"	
MESH:D054066	http://purl.obolibrary.org/obo/DOID_0050751	T-cell large granular lymphocyte leukemia	"Leukemia, Large Granular Lymphocytic"	
MESH:D055113	http://purl.obolibrary.org/obo/DOID_824	periodontitis	Chronic Periodontitis	
MESH:D055732	http://purl.obolibrary.org/obo/DOID_0050153	pulmonary aspergilloma	Pulmonary Aspergillosis	
MESH:D055963	http://purl.obolibrary.org/obo/DOID_2841	asthma	"Asthma, Aspirin-Induced"	
MESH:D056006	http://purl.obolibrary.org/obo/DOID_1024	leprosy	"Leprosy, Multibacillary"	
MESH:D057180	http://purl.obolibrary.org/obo/DOID_9255	frontotemporal dementia	Frontotemporal Dementia	
MESH:C536212	http://purl.obolibrary.org/obo/DOID_3803	Crigler-Najjar syndrome	Crigler Najjar syndrome, type 1	
MESH:C538266	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome	Atypical hemolytic uremic syndrome	
MESH:D007015	http://purl.obolibrary.org/obo/DOID_0050336	hypophosphatemia	Hypophosphatemia, Familial	
MESH:D010144	http://purl.obolibrary.org/obo/DOID_3443	mammary Paget's disease	Paget's Disease, Mammary	
MESH:D012127	http://purl.obolibrary.org/obo/DOID_12716	newborn respiratory distress syndrome	Respiratory Distress Syndrome, Newborn	
MESH:D029597	http://purl.obolibrary.org/obo/DOID_2843	long QT syndrome	Romano-Ward Syndrome	
MESH:C536092	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	Mycobacterium tuberculosis, susceptibility to infection by	
MESH:C536587	http://purl.obolibrary.org/obo/DOID_10983	Alport syndrome	Alport syndrome, recessive type	
MESH:C537384	http://purl.obolibrary.org/obo/DOID_9884	muscular dystrophy	Muscular dystrophy congenital, merosin negative	
MESH:C538080	http://purl.obolibrary.org/obo/DOID_3827	congenital diaphragmatic hernia	Congenital diaphragmatic hernia	
MESH:D003424	http://purl.obolibrary.org/obo/DOID_8778	Crohn's disease	Crohn Disease	
MESH:D005310	http://purl.obolibrary.org/obo/DOID_0050665	fetal alcohol syndrome	Fetal Alcohol Syndrome	
MESH:D006520	http://purl.obolibrary.org/obo/DOID_2237	hepatitis	Hepatitis, Animal	
MESH:D006521	http://purl.obolibrary.org/obo/DOID_2237	hepatitis	Hepatitis, Chronic	
MESH:D006933	http://purl.obolibrary.org/obo/DOID_2741	bilirubin metabolic disorder	Hyperbilirubinemia, Hereditary	
MESH:D006948	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder	Hyperkinesis	
MESH:D007690	http://purl.obolibrary.org/obo/DOID_898	polycystic kidney disease	Polycystic Kidney Diseases	
MESH:D008546	http://purl.obolibrary.org/obo/DOID_1909	melanoma	Melanoma, Experimental	
MESH:D008586	http://purl.obolibrary.org/obo/DOID_9470	bacterial meningitis	Meningitis, Pneumococcal	
MESH:D010034	http://purl.obolibrary.org/obo/DOID_3697	acute transudative otitis media	Otitis Media with Effusion	
MESH:D011023	http://purl.obolibrary.org/obo/DOID_874	bacterial pneumonia	Pneumonia, Staphylococcal	
MESH:D013375	http://purl.obolibrary.org/obo/DOID_0060001	withdrawal disorder	Substance Withdrawal Syndrome	
MESH:D014124	http://purl.obolibrary.org/obo/DOID_9965	toxoplasmosis	Toxoplasmosis, Animal	
MESH:D014406	http://purl.obolibrary.org/obo/DOID_2123	tularemia	Tularemia	
MESH:D020720	http://purl.obolibrary.org/obo/DOID_437	myasthenia gravis	Myasthenia Gravis, Autoimmune, Experimental	
MESH:D058494	http://purl.obolibrary.org/obo/DOID_0050560	Walker-Warburg syndrome	Walker-Warburg Syndrome	
MESH:C535330	http://purl.obolibrary.org/obo/DOID_6691	Aagenaes syndrome	Aagenaes syndrome	
MESH:C535334	http://purl.obolibrary.org/obo/DOID_0050600	ABCD syndrome	ABCD syndrome	
MESH:C535388	http://purl.obolibrary.org/obo/DOID_0050647	Arts syndrome	Arts syndrome	
MESH:C535436	http://purl.obolibrary.org/obo/DOID_0050663	Bethlem myopathy	Bethlem myopathy	
MESH:C535607	http://purl.obolibrary.org/obo/DOID_0050629	Aicardi-Goutieres syndrome	Aicardi-Goutieres syndrome	
MESH:C535661	http://purl.obolibrary.org/obo/DOID_0080050	acromesomelic dysplasia, Maroteaux type	Acromesomelic dysplasia, Maroteaux type	
MESH:C535970	http://purl.obolibrary.org/obo/DOID_11975	coloboma of optic nerve	Coloboma of optic nerve	
MESH:C536330	http://purl.obolibrary.org/obo/DOID_1173	polycystic liver disease	Polycystic liver disease	
MESH:C536575	http://purl.obolibrary.org/obo/DOID_0050681	Borjeson-Forssman-Lehmann syndrome	Borjeson-Forssman-Lehmann syndrome	
MESH:C536589	http://purl.obolibrary.org/obo/DOID_0050635	alternating hemiplegia of childhood	Alternating hemiplegia of childhood	
MESH:C536607	http://purl.obolibrary.org/obo/DOID_0050692	Brody myopathy	Brody myopathy	
MESH:C536687	http://purl.obolibrary.org/obo/DOID_14731	Weaver syndrome	Weaver syndrome	
MESH:C536761	http://purl.obolibrary.org/obo/DOID_0060063	X-linked sideroblastic anemia	X-linked sideroblastic anemia	
MESH:C536962	http://purl.obolibrary.org/obo/DOID_0060173	Timothy syndrome	Timothy syndrome	
MESH:C537047	http://purl.obolibrary.org/obo/DOID_0050631	Allan-Herndon-Dudley syndrome	Allan-Herndon-Dudley syndrome	
MESH:C537055	http://purl.obolibrary.org/obo/DOID_0050634	alopecia universalis	Alopecia universalis	
MESH:C537081	http://purl.obolibrary.org/obo/DOID_0050684	Bowen-Conradi syndrome	Bowen-Conradi syndrome	
MESH:C537111	http://purl.obolibrary.org/obo/DOID_0050694	Brown-Vialetto-Van Laere syndrome	Brown-Vialetto-Van Laere syndrome	
MESH:C537300	http://purl.obolibrary.org/obo/DOID_14761	Greig cephalopolysyndactyly syndrome	Greig cephalopolysyndactyly syndrome	
MESH:C537633	http://purl.obolibrary.org/obo/DOID_0050677	Bjornstad syndrome	Bjornstad syndrome	
MESH:C538178	http://purl.obolibrary.org/obo/DOID_0050605	acrodermatitis enteropathica	Acrodermatitis enteropathica	
MESH:D000474	http://purl.obolibrary.org/obo/DOID_9270	alkaptonuria	Alkaptonuria	
MESH:D000690	http://purl.obolibrary.org/obo/DOID_332	amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	
MESH:D001506	http://purl.obolibrary.org/obo/DOID_5572	Beckwith-Wiedemann syndrome	Beckwith-Wiedemann Syndrome	
MESH:D001606	http://purl.obolibrary.org/obo/DOID_2217	Bernard-Soulier syndrome	Bernard-Soulier Syndrome	
MESH:D002349	http://purl.obolibrary.org/obo/DOID_12169	carpal tunnel syndrome	Carpal Tunnel Syndrome	
MESH:D002446	http://purl.obolibrary.org/obo/DOID_10608	celiac disease	Celiac Disease	
MESH:D002607	http://purl.obolibrary.org/obo/DOID_10595	Charcot-Marie-Tooth disease	Charcot-Marie-Tooth Disease	
MESH:D002609	http://purl.obolibrary.org/obo/DOID_2935	Chediak-Higashi syndrome	Chediak-Higashi Syndrome	
MESH:D003410	http://purl.obolibrary.org/obo/DOID_12580	Cri-Du-Chat syndrome	Cri-du-Chat Syndrome	
MESH:D003616	http://purl.obolibrary.org/obo/DOID_2785	Dandy-Walker syndrome	Dandy-Walker Syndrome	
MESH:D004062	http://purl.obolibrary.org/obo/DOID_11198	DiGeorge syndrome	DiGeorge Syndrome	
MESH:D004314	http://purl.obolibrary.org/obo/DOID_14250	Down syndrome	Down Syndrome	
MESH:D004370	http://purl.obolibrary.org/obo/DOID_12557	Duane retraction syndrome	Duane Retraction Syndrome	
MESH:D004613	http://purl.obolibrary.org/obo/DOID_12714	Ellis-Van Creveld syndrome	Ellis-Van Creveld Syndrome	
MESH:D005198	http://purl.obolibrary.org/obo/DOID_1062	Fanconi syndrome	Fanconi Syndrome	
MESH:D005600	http://purl.obolibrary.org/obo/DOID_14261	fragile X syndrome	Fragile X Syndrome	
MESH:D006008	http://purl.obolibrary.org/obo/DOID_2747	glycogen storage disease	Glycogen Storage Disease	
MESH:D006053	http://purl.obolibrary.org/obo/DOID_2907	Goldenhar syndrome	Goldenhar Syndrome	
MESH:D006250	http://purl.obolibrary.org/obo/DOID_1060	Hartnup disease	Hartnup Disease	
MESH:D006509	http://purl.obolibrary.org/obo/DOID_2043	hepatitis B	Hepatitis B	
MESH:D006526	http://purl.obolibrary.org/obo/DOID_1883	hepatitis C	Hepatitis C	
MESH:D006623	http://purl.obolibrary.org/obo/DOID_14175	von Hippel-Lindau disease	von Hippel-Lindau Disease	
MESH:D007562	http://purl.obolibrary.org/obo/DOID_11949	Creutzfeldt-Jakob syndrome	Creutzfeldt-Jakob Syndrome	
MESH:D007873	http://purl.obolibrary.org/obo/DOID_14415	Legg-Calve-Perthes Disease	Legg-Calve-Perthes Disease	
MESH:D007877	http://purl.obolibrary.org/obo/DOID_10457	Legionnaires' disease	Legionnaires' Disease	
MESH:D007888	http://purl.obolibrary.org/obo/DOID_3652	Leigh disease	Leigh Disease	
MESH:D007926	http://purl.obolibrary.org/obo/DOID_1919	Lesch-Nyhan syndrome	Lesch-Nyhan Syndrome	
MESH:D008133	http://purl.obolibrary.org/obo/DOID_2843	long QT syndrome	Long QT Syndrome	
MESH:D008375	http://purl.obolibrary.org/obo/DOID_9269	maple syrup urine disease	Maple Syrup Urine Disease	
MESH:D008556	http://purl.obolibrary.org/obo/DOID_1761	Melkersson-Rosenthal syndrome	Melkersson-Rosenthal Syndrome	
MESH:D009084	http://purl.obolibrary.org/obo/DOID_12801	mucopolysaccharidosis III	Mucopolysaccharidosis III	
MESH:D009085	http://purl.obolibrary.org/obo/DOID_12804	mucopolysaccharidosis IV	Mucopolysaccharidosis IV	
MESH:D009101	http://purl.obolibrary.org/obo/DOID_9538	multiple myeloma	Multiple Myeloma	
MESH:D009221	http://purl.obolibrary.org/obo/DOID_668	myositis ossificans	Myositis Ossificans	
MESH:D010520	http://purl.obolibrary.org/obo/DOID_1474	aggressive periodontitis	Aggressive Periodontitis	
MESH:D010580	http://purl.obolibrary.org/obo/DOID_3852	Peutz-Jeghers syndrome	Peutz-Jeghers Syndrome	
MESH:D011085	http://purl.obolibrary.org/obo/DOID_11612	polycystic ovary syndrome	Polycystic Ovary Syndrome	
MESH:D011218	http://purl.obolibrary.org/obo/DOID_11983	Prader-Willi syndrome	Prader-Willi Syndrome	
MESH:D012148	http://purl.obolibrary.org/obo/DOID_0050425	restless legs syndrome	Restless Legs Syndrome	
MESH:D012174	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis Pigmentosa	
MESH:D012415	http://purl.obolibrary.org/obo/DOID_1933	Rubinstein-Taybi syndrome	Rubinstein-Taybi Syndrome	
MESH:D012497	http://purl.obolibrary.org/obo/DOID_3323	Sandhoff disease	Sandhoff Disease	
MESH:D012587	http://purl.obolibrary.org/obo/DOID_4297	scimitar syndrome	Scimitar Syndrome	
MESH:D014898	http://purl.obolibrary.org/obo/DOID_5688	Werner syndrome	Werner Syndrome	
MESH:D014923	http://purl.obolibrary.org/obo/DOID_9169	Wiskott-Aldrich syndrome	Wiskott-Aldrich Syndrome	
MESH:D014927	http://purl.obolibrary.org/obo/DOID_384	Wolff-Parkinson-White syndrome	Wolff-Parkinson-White Syndrome	
MESH:D014929	http://purl.obolibrary.org/obo/DOID_10632	Wolfram syndrome	Wolfram Syndrome	
MESH:D015211	http://purl.obolibrary.org/obo/DOID_905	Zellweger syndrome	Zellweger Syndrome	
MESH:D015324	http://purl.obolibrary.org/obo/DOID_3651	pyruvate carboxylase deficiency disease	Pyruvate Carboxylase Deficiency Disease	
MESH:D016110	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis Bullosa Simplex	
MESH:D016471	http://purl.obolibrary.org/obo/DOID_5425	ovarian hyperstimulation syndrome	Ovarian Hyperstimulation Syndrome	
MESH:D016532	http://purl.obolibrary.org/obo/DOID_12799	mucopolysaccharidosis II	Mucopolysaccharidosis II	
MESH:D016538	http://purl.obolibrary.org/obo/DOID_12803	mucopolysaccharidosis VII	Mucopolysaccharidosis VII	
MESH:D016738	http://purl.obolibrary.org/obo/DOID_9245	Alagille syndrome	Alagille Syndrome	
MESH:D016864	http://purl.obolibrary.org/obo/DOID_3012	Li-Fraumeni syndrome	Li-Fraumeni Syndrome	
MESH:D017119	http://purl.obolibrary.org/obo/DOID_3132	porphyria cutanea tarda	Porphyria Cutanea Tarda	
MESH:D017204	http://purl.obolibrary.org/obo/DOID_1932	Angelman syndrome	Angelman Syndrome	
MESH:D017436	http://purl.obolibrary.org/obo/DOID_3614	Kallmann syndrome	Kallmann Syndrome	
MESH:D017624	http://purl.obolibrary.org/obo/DOID_14515	WAGR syndrome	WAGR Syndrome	
MESH:D017827	http://purl.obolibrary.org/obo/DOID_1440	Machado-Joseph disease	Machado-Joseph Disease	
MESH:D017889	http://purl.obolibrary.org/obo/DOID_13641	exfoliation syndrome	Exfoliation Syndrome	
MESH:D018202	http://purl.obolibrary.org/obo/DOID_4765	pulmonary blastoma	Pulmonary Blastoma	
MESH:D018636	http://purl.obolibrary.org/obo/DOID_9955	hypoplastic left heart syndrome	Hypoplastic Left Heart Syndrome	
MESH:D020192	http://purl.obolibrary.org/obo/DOID_3534	Lafora disease	Lafora Disease	
MESH:D020325	http://purl.obolibrary.org/obo/DOID_10024	migraine with aura	Migraine with Aura	
MESH:D020326	http://purl.obolibrary.org/obo/DOID_12783	migraine without aura	Migraine without Aura	
MESH:D020371	http://purl.obolibrary.org/obo/DOID_3210	Pelizaeus-Merzbacher disease	Pelizaeus-Merzbacher Disease	
MESH:D020788	http://purl.obolibrary.org/obo/DOID_1935	Bardet-Biedl syndrome	Bardet-Biedl Syndrome	
MESH:D020817	http://purl.obolibrary.org/obo/DOID_0050432	Asperger syndrome	Asperger Syndrome	
MESH:D029593	http://purl.obolibrary.org/obo/DOID_2842	Jervell-Lange Nielsen syndrome	Jervell-Lange Nielsen Syndrome	
MESH:D030321	http://purl.obolibrary.org/obo/DOID_3764	Denys-Drash syndrome	Denys-Drash Syndrome	
MESH:D038261	http://purl.obolibrary.org/obo/DOID_4252	Alexander disease	Alexander Disease	
MESH:D046150	http://purl.obolibrary.org/obo/DOID_9521	Laron syndrome	Laron Syndrome	
MESH:D049913	http://purl.obolibrary.org/obo/DOID_7004	ACTH-secreting pituitary adenoma	ACTH-Secreting Pituitary Adenoma	
MESH:D052159	http://purl.obolibrary.org/obo/DOID_0050438	Frasier syndrome	Frasier Syndrome	
MESH:D053840	http://purl.obolibrary.org/obo/DOID_0050451	Brugada syndrome	Brugada Syndrome	
MESH:D054331	http://purl.obolibrary.org/obo/DOID_0050457	Sertoli cell-only syndrome	Sertoli Cell-Only Syndrome	
MESH:D054877	http://purl.obolibrary.org/obo/DOID_0050460	Wolf-Hirschhorn syndrome	Wolf-Hirschhorn Syndrome	
MESH:D054990	http://purl.obolibrary.org/obo/DOID_0050156	idiopathic pulmonary fibrosis	Idiopathic Pulmonary Fibrosis	
MESH:D055577	http://purl.obolibrary.org/obo/DOID_0050464	Farber lipogranulomatosis	Farber Lipogranulomatosis	
MESH:D055653	http://purl.obolibrary.org/obo/DOID_0050465	Muir-Torre syndrome	Muir-Torre Syndrome	
MESH:D055673	http://purl.obolibrary.org/obo/DOID_9250	acrocallosal syndrome	Acrocallosal Syndrome	
MESH:D056684	http://purl.obolibrary.org/obo/DOID_0050468	yellow nail syndrome	Yellow Nail Syndrome	
MESH:D056730	http://purl.obolibrary.org/obo/DOID_14681	Silver-Russell syndrome	Silver-Russell Syndrome	
MESH:D056735	http://purl.obolibrary.org/obo/DOID_6688	autoimmune lymphoproliferative syndrome	Autoimmune Lymphoproliferative Syndrome	
MESH:D056846	http://purl.obolibrary.org/obo/DOID_0050475	Weill-Marchesani syndrome	Weill-Marchesani Syndrome	
MESH:D056889	http://purl.obolibrary.org/obo/DOID_0050476	Barth syndrome	Barth Syndrome	
MESH:D056929	http://purl.obolibrary.org/obo/DOID_0050477	Liddle syndrome	Liddle Syndrome	
MESH:D057765	http://purl.obolibrary.org/obo/DOID_13922	eosinophilic esophagitis	Eosinophilic Esophagitis	
MESH:D058249	http://purl.obolibrary.org/obo/DOID_0050676	Birt-Hogg-Dube syndrome	Birt-Hogg-Dube Syndrome	
MESH:D058540	http://purl.obolibrary.org/obo/DOID_8461	Aicardi syndrome	Aicardi Syndrome	
MESH:D061325	http://purl.obolibrary.org/obo/DOID_5683	hereditary breast ovarian cancer	Hereditary Breast and Ovarian Cancer Syndrome	
MESH:D059327	http://purl.obolibrary.org/obo/DOID_0050581	brachydactyly	Brachydactyly	
MESH:D058631	http://purl.obolibrary.org/obo/DOID_0080038	pycnodysostosis	Pycnodysostosis	
MESH:D058627	http://purl.obolibrary.org/obo/DOID_2186	macrocephaly	Macrocephaly	
MESH:D058625	http://purl.obolibrary.org/obo/DOID_409	liver disease	End Stage Liver Disease	
MESH:D057174	http://purl.obolibrary.org/obo/DOID_9255	frontotemporal dementia	Frontotemporal Lobar Degeneration	
MESH:D056829	http://purl.obolibrary.org/obo/DOID_14735	hereditary angioedema	Hereditary Angioedema Types I and II	
MESH:D056128	http://purl.obolibrary.org/obo/DOID_9970	obesity	Obesity, Abdominal	
MESH:D054537	http://purl.obolibrary.org/obo/DOID_990	congenital heart block	Atrioventricular Block	
MESH:D054391	http://purl.obolibrary.org/obo/DOID_0050743	mature T-cell and NK-cell neoplasm	Lymphoma, Extranodal NK-T-Cell	
MESH:D054119	http://purl.obolibrary.org/obo/DOID_0050455	arachnodactyly	Arachnodactyly	
MESH:D054098	http://purl.obolibrary.org/obo/DOID_1588	thrombocytopenia	Thrombocytopenia, Neonatal Alloimmune	
MESH:D052556	http://purl.obolibrary.org/obo/DOID_14504	Niemann-Pick disease	Niemann-Pick Disease, Type C	
MESH:D052476	http://purl.obolibrary.org/obo/DOID_1390	hypobetalipoproteinemia	Hypobetalipoproteinemia, Familial, Apolipoprotein B	
